indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity
IOC0604,IP Address,60.144.159.233,Trojan,Lazarus Group,Medium,Medium
IOC0605,IP Address,120.32.215.162,DDoS Botnet,Unknown,High,Low
IOC0606,URL,http://api-9904.info/api/v1/payload.bin,Credential Stuffing Campaign,Unknown,Medium,Critical
IOC0607,IP Address,118.156.20.18,DDoS Botnet,Unknown,Critical,High
IOC0608,IP Address,177.252.157.123,Data Exfiltration,Emotet,High,High
IOC0609,File Hash (SHA256),ae5b6f8d67f3693889d133b382ce80be3c114ed1c207c2ecc2234b99ec6b4e9c,Web Shell,Unknown,Medium,Low
IOC0610,URL,http://api-2644.com/api/v1/payload.bin,Botnet Recruitment,APT28,Medium,Medium
IOC0611,Domain,update-2741.net,Command and Control,Unknown,High,Low
IOC0612,Email Address,support629@api-6085.xyz,Backdoor,Unknown,Critical,Low
IOC0613,Email Address,security16@login-5261.xyz,Cryptominer,Unknown,Low,High
IOC0614,IP Address,124.94.242.54,Botnet Recruitment,Kinsing,Low,Low
IOC0615,IP Address,111.166.219.46,Info Stealer,APT29,Low,High
IOC0616,IP Address,168.147.204.192,Data Exfiltration,Lazarus Group,High,Medium
IOC0617,IP Address,120.229.145.59,DDoS Botnet,Unknown,Critical,High
IOC0618,Domain,login-2703.com,Info Stealer,Unknown,Low,High
IOC0619,Email Address,security363@secure-4203.net,Data Exfiltration,Unknown,Medium,Low
IOC0620,IP Address,106.192.162.66,Backdoor,Unknown,Medium,Critical
IOC0621,IP Address,103.208.223.73,Botnet Recruitment,Emotet,Low,High
IOC0622,Email Address,admin695@secure-4548.net,Backdoor,FIN7,Critical,High
IOC0623,File Hash (SHA256),09b67758eb7bcdd83feb3ec09f75708e3c0d6169c90a87f583667eb3379171c9,Data Exfiltration,Emotet,Low,Critical
IOC0624,Domain,cdn-2507.info,Malware Download,Unknown,High,Critical
IOC0625,IP Address,217.172.69.34,DDoS Botnet,Unknown,High,High
IOC0626,IP Address,135.229.188.147,Trojan,Emotet,Medium,Medium
IOC0627,IP Address,14.207.179.177,Supply Chain Compromise,LockBit,Low,Low
IOC0628,URL,http://api-3155.com/api/v1/payload.bin,Ransomware,Unknown,High,Medium
IOC0629,IP Address,136.103.172.67,Web Shell,DarkSide,High,High
IOC0630,IP Address,8.69.245.5,DDoS Botnet,APT28,Low,Low
IOC0631,Domain,service-875.net,Botnet Recruitment,Unknown,Medium,Low
IOC0632,URL,http://cloud-1112.com/api/v1/payload.bin,Credential Stuffing Campaign,LockBit,Critical,Low
IOC0633,IP Address,61.62.255.93,Botnet Recruitment,Conti,Critical,High
IOC0634,IP Address,103.113.249.185,Info Stealer,Unknown,Medium,High
IOC0635,IP Address,91.241.236.152,Data Exfiltration,Lazarus Group,Critical,Medium
IOC0636,IP Address,177.181.246.77,Command and Control,Hive,Medium,Medium
IOC0637,IP Address,109.24.174.75,Ransomware,Hive,Medium,High
IOC0638,IP Address,28.124.236.217,Ransomware,LockBit,Critical,Critical
IOC0639,Domain,cloud-2307.info,DDoS Botnet,Lazarus Group,High,Medium
IOC0640,Domain,api-6584.com,Info Stealer,Hive,High,Medium
IOC0641,URL,http://service-8750.com/api/v1/payload.bin,Command and Control,Unknown,Medium,Medium
IOC0642,IP Address,74.74.46.55,Command and Control,Unknown,Low,Critical
IOC0643,IP Address,63.235.198.224,Trojan,Unknown,High,Medium
IOC0644,IP Address,199.56.247.92,Botnet Recruitment,Unknown,High,High
IOC0645,URL,http://api-8485.com/api/v1/payload.bin,Trojan,LockBit,Medium,Low
IOC0646,URL,http://api-3724.net/api/v1/payload.bin,Credential Stuffing Campaign,Unknown,Medium,Low
IOC0647,URL,http://cloud-5773.net/api/v1/payload.bin,Credential Stuffing Campaign,Unknown,High,Medium
IOC0648,Email Address,billing626@api-1948.com,Command and Control,APT28,Medium,High
IOC0649,URL,http://cdn-1413.xyz/api/v1/payload.bin,Botnet Recruitment,Emotet,High,Low
IOC0650,URL,http://cdn-8862.com/api/v1/payload.bin,Ransomware,Unknown,Medium,Low
IOC0651,IP Address,17.81.254.158,Backdoor,Unknown,Low,High
IOC0652,Domain,update-1584.com,Malware Download,FIN7,Low,Medium
IOC0653,IP Address,207.220.135.159,Phishing Campaign,TrickBot,Low,Low
IOC0654,File Hash (SHA256),f7f7f23bbf0499c5bbb85234b18a5b2cbb09c1efd09c761529a6749a35b27407,Supply Chain Compromise,Unknown,Critical,Medium
IOC0655,IP Address,3.219.189.254,Ransomware,Unknown,High,Critical
IOC0656,IP Address,4.175.201.191,Supply Chain Compromise,Unknown,Medium,Low
IOC0657,IP Address,165.183.54.164,Credential Stuffing Campaign,Hive,Critical,Critical
IOC0658,IP Address,121.138.73.1,Ransomware,APT28,Low,Medium
IOC0659,URL,http://service-5295.net/api/v1/payload.bin,Backdoor,Unknown,High,Critical
IOC0660,IP Address,220.75.16.164,Data Exfiltration,DarkSide,Medium,Low
IOC0661,Domain,login-3465.xyz,Web Shell,TeamTNT,Critical,Critical
IOC0662,URL,http://login-7580.xyz/api/v1/payload.bin,Malware Download,Conti,Medium,Critical
IOC0663,IP Address,56.114.68.244,Info Stealer,Unknown,High,Low
IOC0664,Domain,cloud-8504.net,Supply Chain Compromise,Unknown,Medium,Low
IOC0665,IP Address,89.191.95.102,Data Exfiltration,Unknown,Medium,Low
IOC0666,IP Address,176.149.89.127,Info Stealer,Unknown,High,Medium
IOC0667,File Hash (SHA256),7e44ab39be1042ac9787a80d4962b6ab7c3781a333614233931ff321ed70aa2a,Botnet Recruitment,Unknown,Medium,Medium
IOC0668,IP Address,49.41.46.6,Backdoor,Unknown,High,Low
IOC0669,File Hash (SHA256),f6b73e2857d264741c0e249fb6bfa36368ec88f20effb4c391f8c493c0a0c933,Data Exfiltration,TeamTNT,Low,Low
IOC0670,URL,http://api-9187.info/api/v1/payload.bin,DDoS Botnet,Unknown,High,High
IOC0671,Email Address,support888@cdn-6035.com,Cryptominer,APT29,Medium,Critical
IOC0672,URL,http://secure-755.net/api/v1/payload.bin,Web Shell,DarkSide,Medium,Critical
IOC0673,IP Address,168.231.12.33,Botnet Recruitment,Unknown,Low,Medium
IOC0674,File Hash (SHA256),3d35b8ecf2394a619d6077a189bbac76eb606728dfd371d1cf181600466cce4a,Trojan,BlackCat,High,Medium
IOC0675,URL,http://service-604.net/api/v1/payload.bin,Botnet Recruitment,Unknown,Medium,High
IOC0676,IP Address,47.62.26.167,Botnet Recruitment,Unknown,Medium,Medium
IOC0677,IP Address,92.110.196.79,Backdoor,Unknown,Critical,Low
IOC0678,URL,http://cloud-7464.com/api/v1/payload.bin,Phishing Campaign,Unknown,Low,High
IOC0679,Domain,update-7779.xyz,Phishing Campaign,Unknown,High,Critical
IOC0680,IP Address,219.113.227.33,Ransomware,Unknown,Medium,Low
IOC0681,Domain,update-6453.info,Backdoor,TrickBot,High,Critical
IOC0682,Email Address,support306@secure-816.com,Cryptominer,Unknown,Medium,Critical
IOC0683,IP Address,174.242.92.123,Web Shell,APT29,High,Critical
IOC0684,File Hash (SHA256),9733b2ed8ed728c8083ffb2b8ef018bf227244f1db94b7006e464cb63f829c79,Trojan,Unknown,Low,Medium
IOC0685,URL,http://secure-1833.net/api/v1/payload.bin,Ransomware,BlackCat,Medium,Medium
IOC0686,File Hash (SHA256),3c399c5b7f481fa444bfecbd773ff8cb9e9ebf77321f90b30f9418cc9b5eb95f,Info Stealer,LockBit,Low,High
IOC0687,IP Address,37.180.157.78,Supply Chain Compromise,FIN7,Low,High
IOC0688,Domain,secure-9474.xyz,DDoS Botnet,Lazarus Group,Low,Low
IOC0689,IP Address,146.95.251.175,Info Stealer,Kinsing,High,Low
IOC0690,Domain,cdn-4300.com,Info Stealer,TeamTNT,High,Medium
IOC0691,IP Address,68.66.8.195,Data Exfiltration,APT29,High,Critical
IOC0692,Email Address,support344@login-6241.xyz,Trojan,Unknown,Low,Medium
IOC0693,Email Address,no-reply164@service-6408.com,Ransomware,Emotet,Critical,Medium
IOC0694,File Hash (SHA256),25de6622e1a1205944628972b120a88e30a5daac991d9f705ee6260036a3910c,Info Stealer,Unknown,Medium,Low
IOC0695,File Hash (SHA256),141b991940b9a0f50a0a3849323af1285f93b2e037593b38f9b3d3d2d882c2d8,Credential Stuffing Campaign,Unknown,High,Low
IOC0696,IP Address,175.62.254.45,Botnet Recruitment,Emotet,Low,High
IOC0697,IP Address,72.165.13.110,Web Shell,Unknown,High,High
IOC0698,Email Address,security353@secure-5002.net,Info Stealer,Kinsing,Low,Critical
IOC0699,IP Address,207.198.220.204,Credential Stuffing Campaign,Unknown,Medium,Critical
IOC0700,Domain,login-3475.xyz,Trojan,Unknown,High,Critical
IOC0701,File Hash (SHA256),75f6bfaf2824e6a273c03bd2c14d22b56457a3ec1df2088a9bc13d92a5cb8998,Ransomware,APT29,Medium,Medium
IOC0702,IP Address,109.113.153.8,DDoS Botnet,Hive,High,High
IOC0703,Email Address,security695@update-3868.xyz,Backdoor,Unknown,Critical,Medium
IOC0704,Email Address,admin312@api-3061.com,Data Exfiltration,DarkSide,High,Critical
IOC0705,IP Address,151.216.193.124,Trojan,DarkSide,Medium,Low
IOC0706,IP Address,152.95.20.216,DDoS Botnet,Unknown,High,Low
IOC0707,IP Address,175.231.236.232,DDoS Botnet,Unknown,Medium,Medium
IOC0708,IP Address,167.217.198.15,Command and Control,Unknown,Low,Low
IOC0709,Domain,service-6503.xyz,Web Shell,Unknown,High,High
IOC0710,IP Address,174.109.158.106,Backdoor,Conti,Medium,High
IOC0711,IP Address,7.146.245.224,Info Stealer,Unknown,Low,High
IOC0712,IP Address,164.203.82.95,Botnet Recruitment,Lazarus Group,High,Medium
IOC0713,Domain,service-8285.net,Cryptominer,Unknown,High,Medium
IOC0714,Domain,login-7905.info,Credential Stuffing Campaign,BlackCat,High,Low
IOC0715,IP Address,73.19.157.245,Web Shell,Unknown,Low,Medium
IOC0716,Domain,secure-1764.info,Credential Stuffing Campaign,Emotet,High,High
IOC0717,File Hash (SHA256),fce48766c5cfc8677ba76d4dd0888d45987d211cadf821d488f8b00c528d3148,Info Stealer,APT29,Medium,High
IOC0718,IP Address,83.118.143.248,Botnet Recruitment,Unknown,High,Low
IOC0719,IP Address,78.221.88.250,Trojan,FIN7,Medium,Low
IOC0720,IP Address,8.142.248.236,Cryptominer,Unknown,Low,Low
IOC0721,URL,http://update-2253.xyz/api/v1/payload.bin,Ransomware,Emotet,High,Critical
IOC0722,File Hash (SHA256),cd5dd629618c74db9744eb04283a7254c45210cd60c5163fad202d1aafc11dea,Ransomware,Unknown,Critical,Low
IOC0723,IP Address,17.238.238.197,Data Exfiltration,Unknown,Low,Critical
IOC0724,Email Address,support247@cloud-7648.info,Backdoor,Lazarus Group,High,Medium
IOC0725,IP Address,56.140.44.126,Backdoor,Conti,High,Medium
IOC0726,IP Address,81.187.78.142,Phishing Campaign,Unknown,Critical,Medium
IOC0727,IP Address,63.35.50.114,Command and Control,Unknown,Medium,High
IOC0728,IP Address,13.80.73.18,Malware Download,LockBit,Medium,High
IOC0729,Email Address,admin45@cdn-9466.info,Botnet Recruitment,TrickBot,High,Medium
IOC0730,URL,http://update-3270.xyz/api/v1/payload.bin,Credential Stuffing Campaign,Unknown,Medium,Medium
IOC0731,Domain,service-1966.net,Phishing Campaign,Unknown,High,Medium
IOC0732,File Hash (SHA256),6ff22b865b2c8cb2115208d2b6d35bb23df94c3eaa69d56c98ad50ca891549e1,Botnet Recruitment,Conti,High,Critical
IOC0733,Domain,login-5632.xyz,Backdoor,Unknown,Critical,Medium
IOC0734,IP Address,204.250.236.189,Credential Stuffing Campaign,Unknown,Medium,High
IOC0735,IP Address,199.68.32.113,Botnet Recruitment,FIN7,Medium,High
IOC0736,Domain,cdn-6314.com,Ransomware,Conti,Medium,Critical
IOC0737,Email Address,admin37@cloud-1184.xyz,Ransomware,APT29,Medium,Low
IOC0738,IP Address,123.78.30.3,DDoS Botnet,LockBit,High,Medium
IOC0739,File Hash (SHA256),37ba4e352e9012a23c5190b8e94f268ceb2ee49d203fce819ad8b3cc172ad962,DDoS Botnet,Unknown,Medium,Medium
IOC0740,Domain,login-2130.info,Info Stealer,DarkSide,Medium,Medium
IOC0741,IP Address,10.181.225.161,Backdoor,Unknown,Low,Low
IOC0742,IP Address,208.188.238.82,Backdoor,Kinsing,High,High
IOC0743,IP Address,15.55.249.172,Data Exfiltration,Unknown,Low,Critical
IOC0744,IP Address,10.124.21.91,Ransomware,Unknown,Medium,Medium
IOC0745,IP Address,77.161.167.91,Cryptominer,DarkSide,Medium,High
IOC0746,File Hash (SHA256),46a0bd15cd5ee717f5559c8c36111b86621f90b6451a0f0ad74a01d153804b16,Data Exfiltration,Lazarus Group,Medium,High
IOC0747,IP Address,35.198.93.224,Botnet Recruitment,Unknown,High,High
IOC0748,IP Address,5.48.128.19,DDoS Botnet,Unknown,High,High
IOC0749,URL,http://service-2521.info/api/v1/payload.bin,Botnet Recruitment,Hive,Medium,Low
IOC0750,IP Address,112.162.30.136,Info Stealer,Lazarus Group,Low,Medium
IOC0751,File Hash (SHA256),4dbcc1cafaa73ee003c347763a843fbb81081f0135a658fb9e785e23e39331e7,Supply Chain Compromise,APT29,Low,Medium
IOC0752,IP Address,219.204.24.154,Credential Stuffing Campaign,Kinsing,Medium,Low
IOC0753,IP Address,53.23.190.113,Data Exfiltration,Unknown,High,Critical
IOC0754,Domain,login-3674.com,Phishing Campaign,Unknown,Medium,Critical
IOC0755,IP Address,34.238.225.161,Web Shell,Unknown,Critical,Low
IOC0756,Domain,api-6277.net,Malware Download,LockBit,Medium,Medium
IOC0757,IP Address,164.192.32.185,Web Shell,Unknown,High,Low
IOC0758,URL,http://secure-483.com/api/v1/payload.bin,Ransomware,TrickBot,Medium,Low
IOC0759,IP Address,24.118.215.99,Command and Control,Conti,Medium,Low
IOC0760,Email Address,security575@cdn-3838.net,Supply Chain Compromise,Conti,Low,Low
IOC0761,IP Address,82.74.82.64,Backdoor,Unknown,Low,Medium
IOC0762,IP Address,78.76.93.211,Malware Download,Unknown,Medium,Medium
IOC0763,IP Address,170.132.140.43,Info Stealer,BlackCat,High,Low
IOC0764,Email Address,billing478@api-911.xyz,Malware Download,Unknown,Low,High
IOC0765,URL,http://update-7348.com/api/v1/payload.bin,Backdoor,Unknown,Low,High
IOC0766,IP Address,208.191.59.124,DDoS Botnet,Emotet,High,Medium
IOC0767,IP Address,123.240.55.129,Supply Chain Compromise,Hive,Medium,Low
IOC0768,Domain,login-7560.com,Cryptominer,Unknown,High,Medium
IOC0769,File Hash (SHA256),09307a29c3bb2a76446ae476e927539b7aa807c71fe1ae9e16be910e972b3ddc,Malware Download,Unknown,Low,Medium
IOC0770,Domain,cdn-8387.xyz,Supply Chain Compromise,Unknown,Critical,Medium
IOC0771,Email Address,support45@service-9267.net,Trojan,TrickBot,Critical,High
IOC0772,IP Address,180.112.95.198,DDoS Botnet,Unknown,Medium,Medium
IOC0773,IP Address,66.253.24.93,Credential Stuffing Campaign,Unknown,Low,Medium
IOC0774,URL,http://update-8012.com/api/v1/payload.bin,Phishing Campaign,APT29,Low,Low
IOC0775,Domain,service-4243.xyz,Info Stealer,Unknown,Medium,Low
IOC0776,IP Address,34.183.251.186,Phishing Campaign,Unknown,Medium,High
IOC0777,IP Address,204.219.85.97,Ransomware,Conti,Low,High
IOC0778,Domain,update-2093.net,Credential Stuffing Campaign,Lazarus Group,High,High
IOC0779,Email Address,support175@update-1371.com,Data Exfiltration,Unknown,High,Low
IOC0780,Email Address,admin388@api-7394.com,Data Exfiltration,APT28,High,High
IOC0781,Domain,secure-1343.net,Botnet Recruitment,Kinsing,High,High
IOC0782,Domain,login-4654.com,Web Shell,Unknown,Medium,Low
IOC0783,IP Address,186.161.64.13,Credential Stuffing Campaign,Unknown,Critical,Medium
IOC0784,IP Address,108.228.3.181,Info Stealer,Conti,Medium,Low
IOC0785,IP Address,3.29.56.50,Command and Control,Unknown,Medium,Low
IOC0786,Domain,login-2091.xyz,Trojan,Unknown,Medium,High
IOC0787,Email Address,billing466@api-766.net,Command and Control,Unknown,High,Low
IOC0788,IP Address,17.188.236.186,DDoS Botnet,APT29,Medium,Critical
IOC0789,IP Address,31.177.133.224,Phishing Campaign,Unknown,High,Medium
IOC0790,IP Address,17.95.7.4,DDoS Botnet,APT28,Medium,Medium
IOC0791,Email Address,no-reply964@cdn-2358.com,Command and Control,Unknown,Medium,High
IOC0792,Email Address,admin432@api-149.com,Credential Stuffing Campaign,APT29,Critical,Critical
IOC0793,File Hash (SHA256),bb32c2811f393f5230b6ebfd5a73b503ecf3942560a7cce500c6548a7610969a,Supply Chain Compromise,Unknown,High,Medium
IOC0794,IP Address,223.47.125.171,Malware Download,Unknown,Medium,Medium
IOC0795,IP Address,68.159.20.98,Phishing Campaign,Unknown,Low,Low
IOC0796,IP Address,112.136.11.135,Botnet Recruitment,Unknown,High,High
IOC0797,IP Address,69.122.238.143,Command and Control,APT28,Low,Low
IOC0798,IP Address,81.71.130.114,Info Stealer,Unknown,Medium,Low
IOC0799,Domain,secure-7485.com,Ransomware,Unknown,Low,Low
IOC0800,IP Address,42.23.48.248,Trojan,Unknown,Low,Medium
