vulnerability_id,cve_id,vulnerability_name,severity,cvss_score,affected_asset,patch_available,status
VUL0538,CVE-2022-34512,Privilege Escalation Flaw,Critical,9.2,SALES-LAP-020,Yes,Patched
VUL0539,CVE-2024-26120,Information Disclosure,Medium,5.7,WebServer,Yes,Mitigated
VUL0540,CVE-2024-34740,SQL Injection Vulnerability,Critical,9.4,LEG-LAP-005,Yes,Patched
VUL0541,CVE-2023-25938,Server-Side Request Forgery (SSRF),Medium,6.8,IT-LAP-003,No,Mitigated
VUL0542,CVE-2023-11568,Path Traversal,High,7.2,MKT-NET-001,Yes,Mitigated
VUL0543,CVE-2025-44526,SQL Injection Vulnerability,Critical,9.8,HR-SRV-007,Yes,Patched
VUL0544,CVE-2023-18189,Path Traversal,Medium,5.4,OPS-MOB-003,Yes,Open
VUL0545,CVE-2019-33246,Cross-Site Scripting (XSS),Medium,4.4,FIN-CLD-005,Yes,Open
VUL0546,CVE-2021-39438,Outdated TLS/SSL Configuration,Medium,5.1,WebServer,Yes,Patched
VUL0547,CVE-2019-25670,Improper Input Validation,Medium,6.5,LEG-SRV-007,No,Open
VUL0548,CVE-2024-17816,Remote Code Execution,Critical,9.6,FIN-SRV-012,Yes,Open
VUL0549,CVE-2025-48304,Insecure Deserialization,High,7.4,HR-WKS-020,Yes,Patched
VUL0550,CVE-2020-34286,Outdated TLS/SSL Configuration,Medium,6.5,IT-SRV-006,No,Patched
VUL0551,CVE-2024-19194,Cross-Site Request Forgery (CSRF),Medium,5.6,LEG-SRV-003,Yes,Accepted Risk
VUL0552,CVE-2022-8772,Cross-Site Scripting (XSS),Medium,6.2,SALES-NET-002,No,Open
VUL0553,CVE-2023-36451,Privilege Escalation Flaw,High,8.2,OPS-SRV-005,No,Open
VUL0554,CVE-2023-3179,Cross-Site Request Forgery (CSRF),Medium,5.2,IT-WKS-004,Yes,Patched
VUL0555,CVE-2019-15117,Cross-Site Request Forgery (CSRF),Medium,5.5,SUP-SRV-008,Yes,Open
VUL0556,CVE-2025-40895,Information Disclosure,Medium,6.4,FIN-SRV-011,No,Open
VUL0557,CVE-2020-33777,Improper Input Validation,Medium,5.0,SALES-CLD-001,No,Open
VUL0558,CVE-2025-15669,Improper Input Validation,Medium,4.8,SUP-WKS-002,Yes,Mitigated
VUL0559,CVE-2023-20787,Remote Code Execution,Critical,9.4,FIN-SRV-009,Yes,Accepted Risk
VUL0560,CVE-2020-7444,Server-Side Request Forgery (SSRF),High,8.3,IT-SRV-004,Yes,Patched
VUL0561,CVE-2020-43767,Cross-Site Request Forgery (CSRF),Medium,5.2,HR-LAP-006,No,Mitigated
VUL0562,CVE-2020-35121,Buffer Overflow,High,8.4,LEG-WKS-010,No,Mitigated
VUL0563,CVE-2022-31773,Weak SMB Configuration,Medium,6.9,IT-SRV-009,Yes,Patched
VUL0564,CVE-2025-39625,Path Traversal,Medium,5.4,SALES-LAP-001,Yes,Accepted Risk
VUL0565,CVE-2020-33680,Insecure Deserialization,High,8.9,SUP-SRV-003,Yes,Open
VUL0566,CVE-2025-2878,Path Traversal,Medium,5.5,FIN-SRV-003,No,Patched
VUL0567,CVE-2021-37898,Hardcoded Credentials,High,7.5,OPS-MOB-005,Yes,Accepted Risk
VUL0568,CVE-2024-44901,Information Disclosure,Medium,4.9,LEG-SRV-007,Yes,Open
VUL0569,CVE-2024-17004,Remote Code Execution,Critical,9.1,HR-LAP-002,Yes,Open
VUL0570,CVE-2023-44422,Buffer Overflow,High,8.9,ENG-WKS-004,Yes,Patched
VUL0571,CVE-2019-13659,SQL Injection Vulnerability,High,7.7,IT-SRV-006,Yes,Open
VUL0572,CVE-2023-46425,SQL Injection Vulnerability,High,8.4,MKT-SRV-005,No,Patched
VUL0573,CVE-2025-12844,SQL Injection Vulnerability,High,8.6,MKT-SRV-001,No,Open
VUL0574,CVE-2020-8970,Improper Input Validation,Medium,5.7,HR-SRV-008,Yes,Open
VUL0575,CVE-2022-27546,SQL Injection Vulnerability,High,7.2,ENG-SRV-003,No,Open
VUL0576,CVE-2024-18721,Outdated TLS/SSL Configuration,Medium,4.4,ENG-WKS-007,No,Open
VUL0577,CVE-2019-4568,Server-Side Request Forgery (SSRF),High,7.6,SUP-WKS-017,Yes,Open
VUL0578,CVE-2021-37127,Privilege Escalation Flaw,High,8.2,MKT-IOT-002,Yes,Open
VUL0579,CVE-2020-10939,Privilege Escalation Flaw,High,7.7,SALES-MOB-002,Yes,Patched
VUL0580,CVE-2023-7295,Unpatched Third-Party Library,Medium,6.7,IT-WKS-016,Yes,Open
VUL0581,CVE-2019-16478,Server-Side Request Forgery (SSRF),Medium,6.4,MKT-LAP-010,Yes,Mitigated
VUL0582,CVE-2021-16825,Remote Code Execution,Critical,9.8,FIN-LAP-008,Yes,Open
VUL0583,CVE-2025-3724,Denial of Service,High,7.4,FIN-CLD-002,Yes,Patched
VUL0584,CVE-2019-40586,Information Disclosure,Medium,4.5,FIN-IOT-002,Yes,Open
VUL0585,CVE-2019-23204,Remote Code Execution,Critical,9.1,FIN-SRV-005,Yes,Patched
VUL0586,CVE-2022-17015,Privilege Escalation Flaw,High,7.8,IT-SRV-007,Yes,Mitigated
VUL0587,CVE-2024-34655,Server-Side Request Forgery (SSRF),High,8.3,SALES-IOT-002,Yes,Open
VUL0588,CVE-2025-49163,Information Disclosure,Medium,6.0,IT-NET-001,Yes,Open
VUL0589,CVE-2019-7714,Outdated TLS/SSL Configuration,Medium,5.9,SUP-SRV-008,Yes,Open
VUL0590,CVE-2020-44882,Authentication Bypass,High,8.5,IT-SRV-010,Yes,Open
VUL0591,CVE-2022-1233,Denial of Service,Medium,6.7,LEG-CLD-002,Yes,Open
VUL0592,CVE-2024-19853,Hardcoded Credentials,High,7.2,ENG-NET-002,Yes,Open
VUL0593,CVE-2019-27263,Server-Side Request Forgery (SSRF),High,7.7,ENG-SRV-002,Yes,Open
VUL0594,CVE-2019-36586,Authentication Bypass,Critical,9.8,SALES-SRV-002,Yes,Patched
VUL0595,CVE-2022-17580,Authentication Bypass,High,7.7,HR-SRV-004,Yes,Open
VUL0596,CVE-2019-39621,Weak SMB Configuration,Medium,5.3,IT-WKS-002,Yes,Open
VUL0597,CVE-2024-2648,Information Disclosure,Medium,5.4,SUP-LAP-012,Yes,Patched
VUL0598,CVE-2025-5908,Buffer Overflow,Critical,9.0,MKT-SRV-003,Yes,Patched
VUL0599,CVE-2024-18580,Hardcoded Credentials,Medium,6.8,HR-WKS-009,Yes,Mitigated
VUL0600,CVE-2020-29690,Cross-Site Request Forgery (CSRF),Medium,4.4,IT-SRV-002,Yes,Patched
VUL0601,CVE-2025-16413,Privilege Escalation Flaw,High,8.8,FIN-IOT-002,No,Open
VUL0602,CVE-2022-7026,Denial of Service,Medium,5.0,HR-CLD-001,No,Open
VUL0603,CVE-2021-39676,Path Traversal,High,7.1,SALES-LAP-021,No,Mitigated
VUL0604,CVE-2023-29966,Unpatched Third-Party Library,Medium,6.0,HR-WKS-013,Yes,Patched
VUL0605,CVE-2020-25490,Hardcoded Credentials,High,7.5,ENG-MOB-004,No,Patched
VUL0606,CVE-2024-33957,Privilege Escalation Flaw,High,8.5,FIN-SRV-007,Yes,Patched
VUL0607,CVE-2019-35853,Insecure Deserialization,High,7.6,LEG-CLD-006,Yes,Open
VUL0608,CVE-2021-34907,Weak SMB Configuration,Medium,5.5,HR-CLD-004,Yes,Patched
VUL0609,CVE-2021-27347,Cross-Site Scripting (XSS),Medium,6.4,HR-WKS-011,Yes,Patched
VUL0610,CVE-2024-30624,Hardcoded Credentials,High,7.9,IT-CLD-002,Yes,Patched
VUL0611,CVE-2024-43870,Authentication Bypass,Critical,9.4,IT-SRV-007,Yes,Patched
VUL0612,CVE-2024-25015,SQL Injection Vulnerability,High,7.8,SUP-WKS-002,Yes,Open
VUL0613,CVE-2022-40868,Outdated TLS/SSL Configuration,Medium,6.2,SUP-CLD-002,No,Open
VUL0614,CVE-2021-31948,Buffer Overflow,High,8.8,OPS-NET-001,No,Patched
VUL0615,CVE-2021-13913,Improper Input Validation,Medium,6.6,LEG-LAP-001,No,Mitigated
VUL0616,CVE-2025-28533,Cross-Site Request Forgery (CSRF),Medium,4.7,ENG-CLD-002,Yes,Accepted Risk
VUL0617,CVE-2020-47713,Information Disclosure,Medium,4.9,SUP-WKS-002,No,Mitigated
VUL0618,CVE-2021-3405,Information Disclosure,Medium,6.2,IT-SRV-006,Yes,Open
VUL0619,CVE-2025-25552,Outdated TLS/SSL Configuration,Medium,4.3,LEG-WKS-007,Yes,Open
VUL0620,CVE-2023-17729,SQL Injection Vulnerability,High,8.1,ENG-SRV-001,Yes,Open
VUL0621,CVE-2021-8475,Path Traversal,Medium,5.8,ENG-NET-007,Yes,Patched
VUL0622,CVE-2020-2335,Denial of Service,Medium,5.7,MKT-SRV-002,No,Mitigated
VUL0623,CVE-2020-16292,Weak SMB Configuration,Medium,6.2,OPS-LAP-005,No,Open
VUL0624,CVE-2023-22321,Outdated TLS/SSL Configuration,Medium,5.6,HR-SRV-006,Yes,Patched
VUL0625,CVE-2020-14946,Cross-Site Request Forgery (CSRF),Medium,4.8,LEG-LAP-009,No,Open
VUL0626,CVE-2020-8602,Path Traversal,High,7.5,MKT-SRV-003,Yes,Open
VUL0627,CVE-2021-39485,Denial of Service,Medium,5.9,SUP-MOB-001,Yes,Patched
VUL0628,CVE-2021-18641,Weak SMB Configuration,Medium,6.6,MKT-LAP-005,Yes,Open
VUL0629,CVE-2024-25924,Cross-Site Request Forgery (CSRF),Medium,4.6,ENG-NET-006,Yes,Patched
VUL0630,CVE-2022-36936,Missing Encryption of Sensitive Data,Medium,4.9,LEG-MOB-001,No,Patched
VUL0631,CVE-2024-29863,Remote Code Execution,Critical,9.0,MKT-NET-002,Yes,Open
VUL0632,CVE-2019-13046,Hardcoded Credentials,Medium,6.5,ENG-NET-005,Yes,Open
VUL0633,CVE-2024-23796,Outdated TLS/SSL Configuration,Medium,4.9,MKT-IOT-003,Yes,Patched
VUL0634,CVE-2022-8470,Hardcoded Credentials,High,7.1,SUP-WKS-013,Yes,Mitigated
VUL0635,CVE-2021-22985,Unpatched Third-Party Library,Medium,6.9,SALES-LAP-009,No,Patched
VUL0636,CVE-2024-25207,Buffer Overflow,High,7.9,FIN-SRV-009,Yes,Open
VUL0637,CVE-2024-8466,Path Traversal,Medium,5.4,ENG-WKS-001,No,Open
VUL0638,CVE-2022-1240,Information Disclosure,Medium,6.5,FIN-SRV-004,Yes,Open
VUL0639,CVE-2022-17932,Denial of Service,Medium,5.4,IT-SRV-013,Yes,Mitigated
VUL0640,CVE-2021-49071,Cross-Site Scripting (XSS),Medium,4.1,OPS-SRV-003,No,Open
VUL0641,CVE-2022-45282,Cross-Site Scripting (XSS),Medium,5.4,OPS-WKS-014,No,Patched
VUL0642,CVE-2019-43286,Information Disclosure,Medium,5.7,LEG-LAP-003,No,Patched
VUL0643,CVE-2024-41176,Information Disclosure,Medium,5.6,IT-SRV-004,Yes,Patched
VUL0644,CVE-2024-32678,Buffer Overflow,High,7.3,FIN-SRV-005,Yes,Open
VUL0645,CVE-2023-38452,Denial of Service,Medium,6.7,MKT-SRV-013,No,Patched
VUL0646,CVE-2025-24856,Weak SMB Configuration,Medium,5.9,SALES-CLD-001,No,Patched
VUL0647,CVE-2019-6294,Cross-Site Scripting (XSS),Medium,5.7,HR-SRV-007,No,Patched
VUL0648,CVE-2021-5601,Information Disclosure,Medium,6.3,MKT-SRV-010,Yes,Patched
VUL0649,CVE-2020-29837,Remote Code Execution,Critical,9.7,HR-SRV-007,Yes,Open
VUL0650,CVE-2020-14306,Path Traversal,High,7.2,HR-CLD-003,Yes,Open
VUL0651,CVE-2021-5331,Remote Code Execution,High,8.5,SUP-LAP-012,Yes,Open
VUL0652,CVE-2021-45012,Improper Input Validation,Medium,4.9,OPS-NET-001,No,Mitigated
VUL0653,CVE-2022-40512,Improper Input Validation,Medium,5.6,Database-01,No,Patched
VUL0654,CVE-2020-21178,Remote Code Execution,Critical,9.9,IT-SRV-010,Yes,Patched
VUL0655,CVE-2025-10404,Missing Encryption of Sensitive Data,Medium,6.2,MKT-SRV-008,Yes,Mitigated
VUL0656,CVE-2025-13891,Denial of Service,Medium,5.7,MKT-SRV-013,No,Patched
VUL0657,CVE-2020-46549,Insecure Deserialization,High,7.8,LEG-CLD-005,Yes,Open
VUL0658,CVE-2025-25131,Cross-Site Request Forgery (CSRF),Medium,5.3,IT-IOT-002,Yes,Patched
VUL0659,CVE-2025-49833,Hardcoded Credentials,High,7.3,LEG-WKS-004,Yes,Patched
VUL0660,CVE-2024-27610,Information Disclosure,Medium,5.3,SALES-NET-003,Yes,Open
VUL0661,CVE-2023-14737,Authentication Bypass,Critical,9.0,HR-WKS-005,Yes,Mitigated
VUL0662,CVE-2019-18280,Improper Input Validation,Medium,5.0,FIN-SRV-003,Yes,Open
VUL0663,CVE-2023-15270,Path Traversal,Medium,6.1,Finance-PC-02,No,Open
VUL0664,CVE-2025-10033,Unpatched Third-Party Library,Medium,6.9,IT-SRV-009,Yes,Open
VUL0665,CVE-2025-12136,Insecure Deserialization,High,8.3,SALES-LAP-001,No,Patched
VUL0666,CVE-2025-31609,Server-Side Request Forgery (SSRF),High,8.1,MKT-IOT-003,No,Open
VUL0667,CVE-2019-11232,Server-Side Request Forgery (SSRF),Medium,6.4,SALES-LAP-002,Yes,Patched
VUL0668,CVE-2022-26427,Improper Input Validation,Medium,4.4,LEG-MOB-002,No,Mitigated
VUL0669,CVE-2020-32132,Unpatched Third-Party Library,Medium,6.0,SUP-NET-001,Yes,Mitigated
VUL0670,CVE-2019-14057,Cross-Site Request Forgery (CSRF),Medium,4.1,OPS-LAP-010,Yes,Open
VUL0671,CVE-2022-15262,Insecure Deserialization,High,8.3,ENG-MOB-005,Yes,Patched
VUL0672,CVE-2024-23725,Hardcoded Credentials,Medium,6.7,ENG-CLD-001,No,Open
VUL0673,CVE-2021-11052,Improper Input Validation,Medium,5.6,MKT-LAP-009,No,Open
VUL0674,CVE-2023-4308,Authentication Bypass,High,8.1,LEG-LAP-002,Yes,Mitigated
VUL0675,CVE-2021-33070,Information Disclosure,Medium,4.6,MKT-IOT-001,No,Open
VUL0676,CVE-2020-48364,Server-Side Request Forgery (SSRF),Medium,6.3,LEG-CLD-005,No,Open
VUL0677,CVE-2024-8087,Cross-Site Request Forgery (CSRF),Medium,5.7,ENG-WKS-001,No,Open
VUL0678,CVE-2019-21539,Missing Encryption of Sensitive Data,Medium,5.5,FIN-SRV-009,Yes,Open
VUL0679,CVE-2019-41548,Outdated TLS/SSL Configuration,Medium,5.9,IT-SRV-011,Yes,Patched
VUL0680,CVE-2025-32194,Improper Input Validation,Medium,4.5,SUP-WKS-011,No,Mitigated
VUL0681,CVE-2020-44313,Cross-Site Scripting (XSS),Medium,5.6,LEG-SRV-005,No,Mitigated
VUL0682,CVE-2023-34332,Buffer Overflow,High,7.2,SALES-WKS-009,No,Open
VUL0683,CVE-2019-1870,Improper Input Validation,Medium,5.8,LEG-WKS-014,Yes,Open
VUL0684,CVE-2025-9583,Insecure Deserialization,High,7.9,SALES-CLD-005,No,Open
VUL0685,CVE-2024-26761,SQL Injection Vulnerability,High,8.8,FIN-CLD-001,Yes,Patched
VUL0686,CVE-2023-40138,Denial of Service,Medium,5.8,OPS-LAP-002,Yes,Open
VUL0687,CVE-2019-20353,Insecure Deserialization,High,8.6,HR-SRV-007,No,Open
VUL0688,CVE-2024-43099,Remote Code Execution,Critical,10.0,OPS-SRV-004,Yes,Patched
VUL0689,CVE-2021-47190,Information Disclosure,Medium,5.5,SALES-CLD-005,Yes,Open
VUL0690,CVE-2019-8719,Outdated TLS/SSL Configuration,Medium,5.2,FIN-SRV-008,No,Open
VUL0691,CVE-2022-15945,Missing Encryption of Sensitive Data,Medium,6.9,ENG-NET-004,Yes,Patched
VUL0692,CVE-2022-26767,Outdated TLS/SSL Configuration,Medium,5.9,MKT-NET-003,No,Patched
VUL0693,CVE-2024-30423,Improper Input Validation,Medium,6.5,SUP-WKS-005,Yes,Open
VUL0694,CVE-2023-19099,Hardcoded Credentials,Medium,6.8,HR-WKS-013,Yes,Open
VUL0695,CVE-2021-16601,Buffer Overflow,High,8.4,LEG-LAP-009,Yes,Patched
VUL0696,CVE-2024-20843,Cross-Site Request Forgery (CSRF),Medium,5.8,OPS-WKS-002,Yes,Mitigated
VUL0697,CVE-2022-20761,Outdated TLS/SSL Configuration,Medium,5.8,FIN-SRV-001,No,Open
VUL0698,CVE-2025-32022,Remote Code Execution,High,8.5,IT-WKS-005,Yes,Patched
VUL0699,CVE-2025-6933,Unpatched Third-Party Library,Medium,6.0,SALES-CLD-003,Yes,Open
VUL0700,CVE-2022-29907,Improper Input Validation,Medium,5.7,IT-SRV-004,No,Open
VUL0701,CVE-2024-7395,Unpatched Third-Party Library,High,7.9,ENG-NET-005,Yes,Open
VUL0702,CVE-2019-7582,Server-Side Request Forgery (SSRF),Medium,6.2,FIN-IOT-005,Yes,Mitigated
VUL0703,CVE-2025-19206,Weak SMB Configuration,Medium,5.6,OPS-LAP-005,Yes,Open
VUL0704,CVE-2023-20600,Unpatched Third-Party Library,Medium,6.2,ENG-MOB-006,Yes,Open
VUL0705,CVE-2023-33489,Path Traversal,Medium,5.6,SUP-MOB-004,Yes,Mitigated
VUL0706,CVE-2021-48153,Insecure Deserialization,High,7.7,LEG-LAP-008,No,Patched
VUL0707,CVE-2023-40211,Denial of Service,High,7.5,MKT-SRV-008,Yes,Mitigated
VUL0708,CVE-2023-14369,Privilege Escalation Flaw,Critical,9.5,SUP-NET-001,Yes,Mitigated
VUL0709,CVE-2019-6211,Improper Input Validation,Medium,6.5,LEG-CLD-003,Yes,Patched
VUL0710,CVE-2020-27162,Cross-Site Request Forgery (CSRF),Medium,4.4,FIN-SRV-012,Yes,Patched
VUL0711,CVE-2019-13087,Weak SMB Configuration,Medium,6.3,OPS-LAP-004,Yes,Open
VUL0712,CVE-2020-26694,Missing Encryption of Sensitive Data,Medium,6.2,FIN-SRV-004,Yes,Patched
VUL0713,CVE-2024-43612,Insecure Deserialization,High,7.8,SALES-WKS-014,Yes,Open
VUL0714,CVE-2022-10231,Outdated TLS/SSL Configuration,Medium,5.9,IT-WKS-018,Yes,Mitigated
VUL0715,CVE-2020-45762,Remote Code Execution,Critical,9.6,MKT-WKS-004,No,Mitigated
VUL0716,CVE-2021-31094,Weak SMB Configuration,Medium,5.7,HR-SRV-006,Yes,Patched
VUL0717,CVE-2025-13055,Unpatched Third-Party Library,High,7.2,FIN-WKS-002,Yes,Mitigated
VUL0718,CVE-2023-14894,Weak SMB Configuration,Medium,5.7,LEG-CLD-002,Yes,Open
VUL0719,CVE-2023-15656,Path Traversal,High,7.4,HR-NET-003,Yes,Open
VUL0720,CVE-2022-1792,Server-Side Request Forgery (SSRF),Medium,6.5,MKT-SRV-008,Yes,Mitigated
VUL0721,CVE-2022-1027,Buffer Overflow,Critical,9.4,FIN-NET-001,Yes,Open
VUL0722,CVE-2023-7523,Cross-Site Request Forgery (CSRF),Medium,5.8,SALES-IOT-001,Yes,Open
VUL0723,CVE-2022-19791,Authentication Bypass,Critical,9.7,LEG-MOB-004,Yes,Open
VUL0724,CVE-2025-9166,SQL Injection Vulnerability,High,8.8,HR-WKS-018,No,Patched
VUL0725,CVE-2023-10599,Missing Encryption of Sensitive Data,Medium,4.9,FIN-WKS-014,Yes,Open
VUL0726,CVE-2020-13536,Remote Code Execution,Critical,9.6,IT-NET-003,No,Patched
VUL0727,CVE-2021-40268,Server-Side Request Forgery (SSRF),High,8.3,HR-NET-003,Yes,Open
VUL0728,CVE-2023-25320,Outdated TLS/SSL Configuration,Medium,4.3,FIN-CLD-003,Yes,Patched
VUL0729,CVE-2024-18052,Improper Input Validation,Medium,6.7,OPS-WKS-017,Yes,Patched
VUL0730,CVE-2025-38134,Path Traversal,High,7.3,HR-SRV-007,Yes,Mitigated
VUL0731,CVE-2020-49686,Privilege Escalation Flaw,High,7.9,HR-LAP-002,Yes,Open
VUL0732,CVE-2021-48687,Cross-Site Request Forgery (CSRF),Medium,5.2,SUP-SRV-001,Yes,Open
VUL0733,CVE-2019-12435,Cross-Site Request Forgery (CSRF),Medium,4.2,HR-MOB-005,Yes,Mitigated
VUL0734,CVE-2024-28004,Outdated TLS/SSL Configuration,Medium,6.4,SALES-LAP-017,Yes,Open
VUL0735,CVE-2019-39422,Server-Side Request Forgery (SSRF),Medium,6.6,SUP-CLD-002,Yes,Open
VUL0736,CVE-2019-43309,Outdated TLS/SSL Configuration,Medium,4.0,SUP-MOB-001,Yes,Accepted Risk
VUL0737,CVE-2020-15517,Path Traversal,High,7.5,IT-SRV-001,Yes,Open
VUL0738,CVE-2022-33104,Weak SMB Configuration,Medium,6.9,SALES-NET-001,Yes,Patched
VUL0739,CVE-2019-26134,Improper Input Validation,Medium,5.2,ENG-CLD-001,Yes,Patched
VUL0740,CVE-2019-33242,Buffer Overflow,High,8.0,LEG-CLD-002,Yes,Open
VUL0741,CVE-2023-40202,SQL Injection Vulnerability,High,7.3,OPS-WKS-020,Yes,Patched
VUL0742,CVE-2025-20933,Cross-Site Scripting (XSS),Medium,5.8,IT-WKS-013,Yes,Open
VUL0743,CVE-2019-32100,Denial of Service,Medium,5.9,IT-SRV-008,Yes,Open
VUL0744,CVE-2025-40540,Cross-Site Scripting (XSS),Medium,5.0,HR-LAP-007,Yes,Mitigated
VUL0745,CVE-2022-38095,SQL Injection Vulnerability,High,8.2,LEG-LAP-010,Yes,Patched
VUL0746,CVE-2020-41848,Weak SMB Configuration,Medium,5.6,FIN-SRV-009,Yes,Open
VUL0747,CVE-2024-1912,Privilege Escalation Flaw,High,8.1,IT-LAP-010,Yes,Patched
VUL0748,CVE-2019-43479,Information Disclosure,Medium,6.0,SALES-WKS-006,No,Mitigated
VUL0749,CVE-2024-47187,Outdated TLS/SSL Configuration,Medium,6.4,LEG-CLD-006,Yes,Patched
VUL0750,CVE-2025-7618,Denial of Service,Medium,6.1,SUP-SRV-003,No,Open
VUL0751,CVE-2022-12467,Unpatched Third-Party Library,High,7.9,HR-NET-003,No,Open
VUL0752,CVE-2021-33313,Cross-Site Scripting (XSS),Medium,6.7,SALES-CLD-001,No,Open
VUL0753,CVE-2025-36901,Remote Code Execution,Critical,9.0,LEG-SRV-001,Yes,Open
VUL0754,CVE-2021-36506,Cross-Site Scripting (XSS),Medium,5.7,FIN-SRV-003,No,Patched
VUL0755,CVE-2025-10382,Weak SMB Configuration,Medium,6.6,OPS-SRV-001,Yes,Accepted Risk
VUL0756,CVE-2025-21134,Denial of Service,High,7.3,HR-CLD-002,No,Mitigated
VUL0757,CVE-2019-12923,Cross-Site Request Forgery (CSRF),Medium,5.6,ENG-LAP-003,No,Open
VUL0758,CVE-2020-21547,Missing Encryption of Sensitive Data,Medium,6.2,IT-SRV-011,Yes,Open
VUL0759,CVE-2021-40639,Unpatched Third-Party Library,Medium,6.0,SUP-SRV-006,No,Mitigated
VUL0760,CVE-2020-46526,SQL Injection Vulnerability,High,8.9,FIN-SRV-003,Yes,Open
VUL0761,CVE-2019-21076,Path Traversal,Medium,5.2,FIN-WKS-005,No,Patched
VUL0762,CVE-2025-36414,Information Disclosure,Medium,5.1,SALES-SRV-001,Yes,Mitigated
VUL0763,CVE-2020-14590,Remote Code Execution,Critical,9.9,Database-01,Yes,Patched
VUL0764,CVE-2019-9237,Denial of Service,Medium,6.1,HR-NET-001,No,Open
VUL0765,CVE-2022-8648,SQL Injection Vulnerability,High,8.1,MKT-SRV-002,Yes,Patched
VUL0766,CVE-2024-23728,Cross-Site Request Forgery (CSRF),Medium,5.3,OPS-WKS-022,No,Mitigated
VUL0767,CVE-2019-20198,Server-Side Request Forgery (SSRF),Medium,6.7,SALES-MOB-008,Yes,Open
VUL0768,CVE-2022-19508,Authentication Bypass,Critical,9.5,FIN-SRV-010,No,Open
VUL0769,CVE-2023-6871,Buffer Overflow,High,8.1,LEG-SRV-006,Yes,Open
VUL0770,CVE-2022-17949,Missing Encryption of Sensitive Data,Medium,4.8,OPS-WKS-016,No,Patched
VUL0771,CVE-2023-29340,Authentication Bypass,Critical,9.8,SALES-WKS-012,No,Mitigated
VUL0772,CVE-2021-25648,Buffer Overflow,High,8.4,LEG-MOB-006,No,Mitigated
VUL0773,CVE-2024-11224,Insecure Deserialization,High,7.8,OPS-LAP-002,Yes,Open
VUL0774,CVE-2022-19857,Weak SMB Configuration,Medium,6.2,MKT-NET-005,Yes,Mitigated
VUL0775,CVE-2024-33786,SQL Injection Vulnerability,High,8.2,IT-SRV-001,Yes,Patched
VUL0776,CVE-2022-25524,Authentication Bypass,High,8.5,FIN-CLD-001,Yes,Open
VUL0777,CVE-2020-46739,Remote Code Execution,High,8.6,SALES-WKS-005,Yes,Open
VUL0778,CVE-2021-38781,Cross-Site Request Forgery (CSRF),Medium,5.6,LEG-LAP-006,Yes,Open
VUL0779,CVE-2021-35003,Buffer Overflow,High,8.5,SALES-LAP-019,No,Accepted Risk
VUL0780,CVE-2024-24003,Server-Side Request Forgery (SSRF),High,7.6,MKT-SRV-003,No,Patched
VUL0781,CVE-2023-28907,Path Traversal,Medium,5.6,FIN-WKS-007,No,Patched
VUL0782,CVE-2019-33740,Outdated TLS/SSL Configuration,Medium,4.5,SUP-WKS-001,No,Open
VUL0783,CVE-2021-6156,Authentication Bypass,High,8.0,OPS-SRV-004,Yes,Patched
VUL0784,CVE-2023-6031,Cross-Site Scripting (XSS),Medium,6.1,MKT-WKS-004,Yes,Patched
VUL0785,CVE-2022-11014,Outdated TLS/SSL Configuration,Medium,6.0,IT-WKS-010,Yes,Open
VUL0786,CVE-2021-43882,Server-Side Request Forgery (SSRF),Medium,6.6,LEG-LAP-001,Yes,Open
VUL0787,CVE-2025-49283,Missing Encryption of Sensitive Data,Medium,6.1,MKT-NET-003,Yes,Accepted Risk
VUL0788,CVE-2021-13185,Cross-Site Request Forgery (CSRF),Medium,4.5,HR-LAP-010,Yes,Patched
VUL0789,CVE-2021-9793,Missing Encryption of Sensitive Data,Medium,6.4,ENG-CLD-001,Yes,Accepted Risk
VUL0790,CVE-2024-18922,Unpatched Third-Party Library,Medium,6.1,LEG-CLD-002,Yes,Open
VUL0791,CVE-2023-21901,SQL Injection Vulnerability,High,7.0,FIN-SRV-013,No,Patched
VUL0792,CVE-2024-25365,Insecure Deserialization,High,8.0,IT-NET-003,No,Open
VUL0793,CVE-2024-42523,Hardcoded Credentials,High,7.6,OPS-SRV-007,Yes,Mitigated
VUL0794,CVE-2022-6437,SQL Injection Vulnerability,High,8.6,LEG-LAP-012,Yes,Patched
VUL0795,CVE-2022-42312,Path Traversal,Medium,6.2,OPS-WKS-013,No,Patched
VUL0796,CVE-2025-14721,Weak SMB Configuration,High,7.0,IT-SRV-008,No,Open
VUL0797,CVE-2022-1036,Improper Input Validation,Medium,4.8,HR-SRV-007,No,Patched
VUL0798,CVE-2022-49021,Authentication Bypass,High,8.2,MKT-SRV-009,Yes,Patched
VUL0799,CVE-2020-21364,Missing Encryption of Sensitive Data,Medium,5.4,HR-MOB-001,Yes,Mitigated
VUL0800,CVE-2020-38853,Privilege Escalation Flaw,High,7.8,MKT-NET-006,Yes,Open
VUL0801,CVE-2023-10680,Buffer Overflow,High,7.8,FIN-CLD-005,Yes,Open
VUL0802,CVE-2022-19571,Unpatched Third-Party Library,Medium,6.4,ENG-LAP-008,No,Accepted Risk
VUL0803,CVE-2019-15565,Path Traversal,Medium,5.6,IT-WKS-008,No,Open
VUL0804,CVE-2021-2565,Insecure Deserialization,High,7.6,FIN-NET-003,No,Open
VUL0805,CVE-2020-24940,Buffer Overflow,High,8.6,HR-NET-004,Yes,Open
