event_id,timestamp,source_ip,destination_ip,event_type,protocol,username,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,technique_id,technique_name,tactic,threat_confidence,risk_level,year,month,day,hour,day_of_week,is_weekend,severity_score,malware_flag,status_flag,login_risk
EVT006468,2025-08-01 10:30:00,179.242.77.225,10.0.9.209,Brute Force,HTTP,david,India,India,Device-163,Linux,Blocked,High,0,No,CVE-2024-1045,9.5,Database-01,IT,T1110,Brute Force,Credential Access,49,Medium,2025,8,1,10,Friday,False,3,0,1,Low
EVT006469,2025-08-06 20:05:00,77.229.13.177,10.0.10.204,Failed Login,TCP,alice,India,India,Device-24,Linux,Blocked,Low,0,No,CVE-2023-1234,5.4,WebServer,IT,T1078,Valid Accounts,Defense Evasion,18,Low,2025,8,6,20,Wednesday,False,1,0,1,Low
EVT006470,2025-08-05 18:55:00,208.22.5.174,10.0.8.37,Privilege Escalation,HTTPS,alice,India,India,Device-87,Linux,Success,Medium,11,No,CVE-2024-2201,5.9,WebServer,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,47,Medium,2025,8,5,18,Tuesday,False,2,0,0,High
EVT006471,2025-08-05 02:40:00,197.115.34.189,10.0.0.80,Malware Detection,HTTP,david,India,India,Device-21,,Detected,High,0,No,CVE-2024-1045,9.5,Firewall,IT,T1059,Command and Scripting Interpreter,Execution,48,Medium,2025,8,5,2,Tuesday,False,3,0,1,Low
EVT006472,2025-08-06 03:35:00,4.172.136.70,10.0.2.100,Failed Login,HTTP,david,India,India,Device-33,Windows 11,Failed,Medium,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1078,Valid Accounts,Defense Evasion,31,Medium,2025,8,6,3,Wednesday,False,2,0,0,Low
EVT006473,2025-08-05 01:05:00,1.170.13.56,10.0.10.160,Privilege Escalation,TCP,alice,India,India,Device-135,Linux,Blocked,Medium,17,No,CVE-2024-2201,5.9,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,50,Medium,2025,8,5,1,Tuesday,False,2,0,1,High
EVT006474,2025-08-07 01:20:00,93.116.98.158,10.0.2.87,Malware Detection,HTTPS,john,India,India,Device-21,,Detected,Medium,0,No,CVE-2024-1045,9.5,Firewall,IT,T1059,Command and Scripting Interpreter,Execution,42,Medium,2025,8,7,1,Thursday,False,2,0,1,Low
EVT006475,2025-08-05 11:05:00,53.148.52.114,10.0.6.187,Failed Login,SSH,david,India,India,Device-31,Windows 11,Blocked,High,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1078,Valid Accounts,Defense Evasion,51,Medium,2025,8,5,11,Tuesday,False,3,0,1,Low
EVT006476,2025-08-06 18:40:00,51.100.92.79,10.0.1.238,Login Success,HTTP,alice,India,India,Device-111,Windows 11,Success,High,0,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1078,Valid Accounts,Defense Evasion,51,Medium,2025,8,6,18,Wednesday,False,3,0,0,Low
EVT006477,2025-08-04 05:30:00,96.164.143.102,10.0.8.67,File Access,SSH,david,India,India,Device-26,Linux,Success,High,0,No,CVE-2024-2201,5.9,Database-01,IT,T1083,File and Directory Discovery,Discovery,51,Medium,2025,8,4,5,Monday,False,3,0,0,Low
EVT006478,2025-08-01 17:30:00,10.33.157.165,10.0.2.4,Malware Detection,SSH,john,India,India,Device-17,,Failed,High,0,Yes,CVE-2024-2201,5.9,Firewall,IT,T1059,Command and Scripting Interpreter,Execution,62,High,2025,8,1,17,Friday,False,3,1,0,Low
EVT006479,2025-08-04 07:10:00,40.223.27.12,10.0.0.174,Phishing Email,HTTPS,alex,India,India,Device-180,Linux,Success,Medium,0,No,CVE-2023-1234,5.4,WebServer,IT,T1566,Phishing,Initial Access,39,Medium,2025,8,4,7,Monday,False,2,0,0,Low
EVT006480,2025-08-01 19:00:00,202.220.124.247,10.0.3.115,Failed Login,HTTP,david,India,India,Device-119,Windows 11,Success,High,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1078,Valid Accounts,Defense Evasion,52,Medium,2025,8,1,19,Friday,False,3,0,0,Low
EVT006481,2025-08-04 16:50:00,175.135.40.31,10.0.9.187,Login Success,SSH,alex,India,India,Device-53,Windows 11,Blocked,High,0,No,CVE-2023-1234,5.4,HR-PC-01,HR,T1078,Valid Accounts,Defense Evasion,56,High,2025,8,4,16,Monday,False,3,0,1,Low
EVT006482,2025-08-04 00:20:00,196.197.35.143,10.0.8.167,Brute Force,HTTP,david,India,India,Device-124,Windows 11,Blocked,Medium,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1110,Brute Force,Credential Access,41,Medium,2025,8,4,0,Monday,False,2,0,1,Low
EVT006483,2025-08-04 21:20:00,107.147.252.163,10.0.4.23,Privilege Escalation,HTTPS,john,India,India,Device-124,Linux,Blocked,High,18,No,CVE-2024-1045,9.5,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,75,High,2025,8,4,21,Monday,False,3,0,1,High
EVT006484,2025-08-01 01:30:00,21.10.140.27,10.0.2.85,Failed Login,HTTPS,admin,India,India,Device-92,Windows 11,Success,High,0,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1078,Valid Accounts,Defense Evasion,55,Medium,2025,8,1,1,Friday,False,3,0,0,Low
EVT006485,2025-08-02 05:10:00,35.152.164.226,10.0.10.182,SQL Injection Attempt,SSH,alice,India,India,Device-147,Linux,Success,High,0,No,CVE-2024-1045,9.5,Database-01,IT,T1190,Exploit Public-Facing Application,Initial Access,57,High,2025,8,2,5,Saturday,True,3,0,0,Low
EVT006486,2025-08-04 01:40:00,183.168.66.220,10.0.0.245,Phishing Email,HTTPS,root,India,India,Device-14,Linux,Detected,Medium,0,No,CVE-2024-1045,9.5,WebServer,IT,T1566,Phishing,Initial Access,41,Medium,2025,8,4,1,Monday,False,2,0,1,Low
EVT006487,2025-08-06 22:30:00,111.238.111.86,10.0.6.131,SQL Injection Attempt,HTTPS,john,India,India,Device-64,Linux,Failed,Low,0,No,CVE-2023-1234,5.4,Database-01,IT,T1190,Exploit Public-Facing Application,Initial Access,22,Low,2025,8,6,22,Wednesday,False,1,0,0,Low
EVT006488,2025-08-03 09:30:00,73.112.65.40,10.0.8.37,USB Device Connected,SSH,alice,India,India,Device-32,Windows 11,Blocked,High,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1200,Hardware Additions,Initial Access,51,Medium,2025,8,3,9,Sunday,True,3,0,1,Low
EVT006489,2025-08-03 15:35:00,29.163.78.4,10.0.0.249,Privilege Escalation,SSH,admin,India,India,Device-101,,Success,High,12,No,CVE-2023-1234,5.4,Firewall,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,64,High,2025,8,3,15,Sunday,True,3,0,0,High
EVT006490,2025-08-05 11:10:00,158.25.154.119,10.0.3.132,Privilege Escalation,HTTPS,root,India,India,Device-104,Windows 11,Detected,Critical,0,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1068,Exploitation for Privilege Escalation,Privilege Escalation,67,High,2025,8,5,11,Tuesday,False,4,0,1,Low
EVT006491,2025-08-04 18:30:00,34.229.15.230,10.0.10.176,Failed Login,HTTPS,david,India,India,Device-162,Linux,Success,High,0,No,CVE-2024-2201,5.9,Database-01,IT,T1078,Valid Accounts,Defense Evasion,59,High,2025,8,4,18,Monday,False,3,0,0,Low
EVT006492,2025-08-02 20:50:00,5.74.156.131,10.0.10.34,USB Device Connected,SSH,john,India,India,Device-117,Linux,Failed,Medium,0,No,CVE-2024-1045,9.5,Database-01,IT,T1200,Hardware Additions,Initial Access,37,Medium,2025,8,2,20,Saturday,True,2,0,0,Low
EVT006493,2025-08-03 13:35:00,99.68.234.79,10.0.2.142,USB Device Connected,SSH,alex,India,India,Device-43,Linux,Failed,Critical,6,No,CVE-2023-1234,5.4,WebServer,IT,T1200,Hardware Additions,Initial Access,78,Critical,2025,8,3,13,Sunday,True,4,0,0,High
EVT006494,2025-08-02 08:35:00,148.194.133.63,10.0.0.180,Privilege Escalation,SMB,admin,India,India,Device-112,Linux,Detected,Low,0,No,CVE-2024-1045,9.5,WebServer,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,16,Low,2025,8,2,8,Saturday,True,1,0,1,Low
EVT006495,2025-08-07 00:50:00,40.132.12.144,10.0.2.214,Brute Force,HTTPS,john,India,India,Device-8,Windows 11,Success,Low,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1110,Brute Force,Credential Access,15,Low,2025,8,7,0,Thursday,False,1,0,0,Low
EVT006496,2025-08-01 19:35:00,118.102.245.249,10.0.7.17,Malware Detection,HTTP,david,India,India,Device-57,Windows 11,Blocked,Critical,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1059,Command and Scripting Interpreter,Execution,76,Critical,2025,8,1,19,Friday,False,4,0,1,Low
EVT006497,2025-08-03 07:45:00,49.198.120.252,10.0.5.29,Port Scan,TCP,admin,India,India,Device-138,Windows 11,Detected,High,9,No,CVE-2024-2201,5.9,Finance-PC-02,Finance,T1046,Network Service Discovery,Discovery,68,High,2025,8,3,7,Sunday,True,3,0,1,High
EVT006498,2025-08-01 03:50:00,58.224.150.109,10.0.10.125,Port Scan,SSH,david,India,India,Device-125,Linux,Failed,High,0,No,CVE-2024-2201,5.9,WebServer,IT,T1046,Network Service Discovery,Discovery,59,High,2025,8,1,3,Friday,False,3,0,0,Low
EVT006499,2025-08-02 09:15:00,194.94.108.173,10.0.6.144,Privilege Escalation,HTTP,john,India,India,Device-187,Linux,Blocked,Medium,6,No,CVE-2024-1045,9.5,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,42,Medium,2025,8,2,9,Saturday,True,2,0,1,High
EVT006500,2025-08-05 21:00:00,205.179.227.36,10.0.2.39,USB Device Connected,SMB,alex,India,India,Device-158,Linux,Blocked,Low,0,No,CVE-2023-1234,5.4,WebServer,IT,T1200,Hardware Additions,Initial Access,18,Low,2025,8,5,21,Tuesday,False,1,0,1,Low
EVT006501,2025-08-02 06:10:00,33.199.36.76,10.0.5.68,Brute Force,HTTPS,alice,India,India,Device-57,Linux,Success,Critical,0,No,CVE-2024-1045,9.5,WebServer,IT,T1110,Brute Force,Credential Access,67,High,2025,8,2,6,Saturday,True,4,0,0,Low
EVT006502,2025-08-01 12:00:00,153.210.152.174,10.0.10.202,Brute Force,SSH,david,India,India,Device-132,Windows 11,Success,High,0,No,CVE-2024-2201,5.9,Finance-PC-02,Finance,T1110,Brute Force,Credential Access,60,High,2025,8,1,12,Friday,False,3,0,0,Low
EVT006503,2025-08-03 23:10:00,16.73.114.225,10.0.5.103,Privilege Escalation,TCP,john,India,India,Device-53,Linux,Detected,Critical,0,No,CVE-2024-2201,5.9,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,72,High,2025,8,3,23,Sunday,True,4,0,1,Low
EVT006504,2025-08-01 01:25:00,99.235.89.174,10.0.9.118,SQL Injection Attempt,SMB,root,India,India,Device-2,Windows 11,Success,Critical,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1190,Exploit Public-Facing Application,Initial Access,73,High,2025,8,1,1,Friday,False,4,0,0,Low
EVT006505,2025-08-01 12:40:00,2.72.115.177,10.0.3.144,Brute Force,SMB,david,India,India,Device-196,Windows 11,Success,High,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1110,Brute Force,Credential Access,53,Medium,2025,8,1,12,Friday,False,3,0,0,Low
EVT006506,2025-08-06 01:05:00,152.19.43.154,10.0.1.198,File Access,TCP,root,India,India,Device-25,,Blocked,High,0,No,CVE-2024-2201,5.9,Firewall,IT,T1083,File and Directory Discovery,Discovery,51,Medium,2025,8,6,1,Wednesday,False,3,0,1,Low
EVT006507,2025-08-05 19:40:00,27.1.11.15,10.0.2.250,Login Success,HTTPS,david,India,India,Device-163,Linux,Detected,Critical,0,No,CVE-2023-1234,5.4,WebServer,IT,T1078,Valid Accounts,Defense Evasion,78,Critical,2025,8,5,19,Tuesday,False,4,0,1,Low
EVT006508,2025-08-06 17:15:00,24.11.181.133,10.0.5.181,Port Scan,HTTPS,john,India,India,Device-174,Windows 11,Blocked,Critical,0,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1046,Network Service Discovery,Discovery,72,High,2025,8,6,17,Wednesday,False,4,0,1,Low
EVT006509,2025-08-06 08:10:00,192.162.44.246,10.0.7.9,Phishing Email,TCP,admin,India,India,Device-12,,Success,High,0,No,CVE-2024-1045,9.5,Firewall,IT,T1566,Phishing,Initial Access,56,High,2025,8,6,8,Wednesday,False,3,0,0,Low
EVT006510,2025-08-05 06:25:00,32.130.4.249,10.0.2.102,File Access,HTTPS,alex,India,India,Device-106,,Failed,High,4,No,CVE-2023-1234,5.4,Firewall,IT,T1083,File and Directory Discovery,Discovery,54,Medium,2025,8,5,6,Tuesday,False,3,0,0,Medium
EVT006511,2025-08-01 07:50:00,216.19.176.8,10.0.8.174,Privilege Escalation,HTTPS,david,India,India,Device-139,Windows 11,Blocked,Medium,0,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1068,Exploitation for Privilege Escalation,Privilege Escalation,33,Medium,2025,8,1,7,Friday,False,2,0,1,Low
EVT006512,2025-08-05 21:25:00,194.168.99.197,10.0.3.214,Login Success,SSH,admin,India,India,Device-35,Linux,Blocked,High,0,No,CVE-2024-1045,9.5,WebServer,IT,T1078,Valid Accounts,Defense Evasion,58,High,2025,8,5,21,Tuesday,False,3,0,1,Low
EVT006513,2025-08-06 06:45:00,110.245.124.94,10.0.9.158,SQL Injection Attempt,SSH,david,India,India,Device-133,,Detected,Low,0,No,CVE-2023-1234,5.4,Firewall,IT,T1190,Exploit Public-Facing Application,Initial Access,13,Low,2025,8,6,6,Wednesday,False,1,0,1,Low
EVT006514,2025-08-05 23:50:00,86.163.186.22,10.0.6.190,SQL Injection Attempt,HTTP,david,India,India,Device-25,Linux,Success,High,0,Yes,CVE-2023-1234,5.4,Database-01,IT,T1190,Exploit Public-Facing Application,Initial Access,59,High,2025,8,5,23,Tuesday,False,3,1,0,Low
EVT006515,2025-08-04 04:15:00,52.235.169.9,10.0.5.63,Login Success,HTTPS,alex,India,India,Device-150,Linux,Blocked,High,0,No,CVE-2024-2201,5.9,Database-01,IT,T1078,Valid Accounts,Defense Evasion,58,High,2025,8,4,4,Monday,False,3,0,1,Low
EVT006516,2025-08-02 10:55:00,56.119.95.209,10.0.9.136,Failed Login,HTTPS,admin,India,India,Device-163,Linux,Detected,Low,11,No,CVE-2024-2201,5.9,Database-01,IT,T1078,Valid Accounts,Defense Evasion,31,Medium,2025,8,2,10,Saturday,True,1,0,1,High
EVT006517,2025-08-06 06:45:00,47.165.246.6,10.0.1.187,USB Device Connected,SMB,alex,India,India,Device-13,Windows 11,Detected,Low,0,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1200,Hardware Additions,Initial Access,15,Low,2025,8,6,6,Wednesday,False,1,0,1,Low
EVT006518,2025-08-05 13:00:00,191.3.121.52,10.0.4.46,Phishing Email,TCP,admin,India,India,Device-187,,Blocked,Medium,1,No,CVE-2024-2201,5.9,Firewall,IT,T1566,Phishing,Initial Access,38,Medium,2025,8,5,13,Tuesday,False,2,0,1,Medium
EVT006519,2025-08-07 03:05:00,16.68.149.10,10.0.2.109,USB Device Connected,HTTPS,david,India,India,Device-138,Windows 11,Success,Low,0,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1200,Hardware Additions,Initial Access,14,Low,2025,8,7,3,Thursday,False,1,0,0,Low
EVT006520,2025-08-01 23:20:00,22.117.225.144,10.0.9.158,Privilege Escalation,TCP,root,India,India,Device-143,Linux,Detected,High,17,No,CVE-2024-1045,9.5,WebServer,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,63,High,2025,8,1,23,Friday,False,3,0,1,High
EVT006521,2025-08-02 09:50:00,65.62.46.183,10.0.8.174,USB Device Connected,HTTP,alex,India,India,Device-143,,Success,Medium,0,No,CVE-2023-1234,5.4,Firewall,IT,T1200,Hardware Additions,Initial Access,30,Low,2025,8,2,9,Saturday,True,2,0,0,Low
EVT006522,2025-08-02 07:45:00,211.16.139.137,10.0.2.34,Failed Login,SMB,root,India,India,Device-142,Linux,Blocked,Critical,13,Yes,CVE-2024-2201,5.9,WebServer,IT,T1078,Valid Accounts,Defense Evasion,92,Critical,2025,8,2,7,Saturday,True,4,1,1,High
EVT006523,2025-08-05 22:50:00,69.134.69.33,10.0.7.99,Login Success,HTTP,alex,India,India,Device-195,,Blocked,Medium,0,No,CVE-2023-1234,5.4,Firewall,IT,T1078,Valid Accounts,Defense Evasion,32,Medium,2025,8,5,22,Tuesday,False,2,0,1,Low
EVT006524,2025-08-02 04:00:00,67.92.25.239,10.0.8.174,Phishing Email,TCP,admin,India,India,Device-96,Windows 11,Success,Medium,0,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1566,Phishing,Initial Access,39,Medium,2025,8,2,4,Saturday,True,2,0,0,Low
EVT006525,2025-08-01 09:55:00,53.118.155.30,10.0.10.56,Port Scan,SSH,david,India,India,Device-67,Windows 11,Success,Low,0,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1046,Network Service Discovery,Discovery,15,Low,2025,8,1,9,Friday,False,1,0,0,Low
EVT006526,2025-08-07 05:45:00,141.173.139.43,10.0.4.154,Port Scan,HTTPS,john,India,India,Device-190,Windows 11,Blocked,Critical,0,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1046,Network Service Discovery,Discovery,66,High,2025,8,7,5,Thursday,False,4,0,1,Low
EVT006527,2025-08-01 03:40:00,73.33.75.220,10.0.3.213,File Access,TCP,root,India,India,Device-24,Linux,Blocked,Medium,16,No,CVE-2024-1045,9.5,Database-01,IT,T1083,File and Directory Discovery,Discovery,45,Medium,2025,8,1,3,Friday,False,2,0,1,High
EVT006528,2025-08-06 05:15:00,166.102.108.142,10.0.9.7,Malware Detection,HTTP,root,India,India,Device-128,Linux,Detected,Medium,0,No,CVE-2024-1045,9.5,Database-01,IT,T1059,Command and Scripting Interpreter,Execution,36,Medium,2025,8,6,5,Wednesday,False,2,0,1,Low
EVT006529,2025-08-03 06:45:00,10.216.113.209,10.0.7.203,USB Device Connected,HTTPS,alice,India,India,Device-111,Linux,Failed,High,0,Yes,CVE-2023-1234,5.4,Database-01,IT,T1200,Hardware Additions,Initial Access,68,High,2025,8,3,6,Sunday,True,3,1,0,Low
EVT006530,2025-08-06 06:10:00,67.41.128.134,10.0.7.155,Privilege Escalation,HTTPS,admin,India,India,Device-2,Windows 11,Detected,Medium,0,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1068,Exploitation for Privilege Escalation,Privilege Escalation,34,Medium,2025,8,6,6,Wednesday,False,2,0,1,Low
EVT006531,2025-08-04 11:10:00,103.235.200.19,10.0.4.179,Privilege Escalation,HTTP,john,India,India,Device-146,Linux,Success,High,2,No,CVE-2024-1045,9.5,WebServer,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,51,Medium,2025,8,4,11,Monday,False,3,0,0,Medium
EVT006532,2025-08-06 15:10:00,190.81.98.245,10.0.2.112,File Access,TCP,root,India,India,Device-42,Windows 11,Success,High,0,Yes,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1083,File and Directory Discovery,Discovery,60,High,2025,8,6,15,Wednesday,False,3,1,0,Low
EVT006533,2025-08-06 18:55:00,148.194.133.63,10.0.7.68,File Access,SMB,root,India,India,Device-193,,Success,Medium,1,No,CVE-2023-1234,5.4,Firewall,IT,T1083,File and Directory Discovery,Discovery,38,Medium,2025,8,6,18,Wednesday,False,2,0,0,Medium
EVT006534,2025-08-01 01:20:00,137.61.153.134,10.0.10.135,Port Scan,TCP,admin,India,India,Device-87,Linux,Blocked,Medium,11,No,CVE-2024-2201,5.9,Database-01,IT,T1046,Network Service Discovery,Discovery,47,Medium,2025,8,1,1,Friday,False,2,0,1,High
EVT006535,2025-08-01 11:15:00,53.102.121.3,10.0.3.152,SQL Injection Attempt,SMB,admin,India,India,Device-176,,Detected,Low,17,No,CVE-2024-1045,9.5,Firewall,IT,T1190,Exploit Public-Facing Application,Initial Access,39,Medium,2025,8,1,11,Friday,False,1,0,1,High
EVT006536,2025-08-02 13:30:00,205.149.105.129,10.0.1.176,Phishing Email,SSH,alice,India,India,Device-194,Linux,Blocked,Medium,0,No,CVE-2023-1234,5.4,WebServer,IT,T1566,Phishing,Initial Access,39,Medium,2025,8,2,13,Saturday,True,2,0,1,Low
EVT006537,2025-08-05 04:20:00,68.38.14.35,10.0.5.29,Malware Detection,HTTP,admin,India,India,Device-197,Windows 11,Failed,Critical,0,No,CVE-2024-2201,5.9,Finance-PC-02,Finance,T1059,Command and Scripting Interpreter,Execution,70,High,2025,8,5,4,Tuesday,False,4,0,0,Low
EVT006538,2025-08-06 13:10:00,35.152.164.226,10.0.3.117,Brute Force,HTTP,alice,India,India,Device-110,Linux,Detected,Critical,0,No,CVE-2024-2201,5.9,Database-01,IT,T1110,Brute Force,Credential Access,78,Critical,2025,8,6,13,Wednesday,False,4,0,1,Low
EVT006539,2025-08-03 20:55:00,217.117.121.113,10.0.6.241,Brute Force,SSH,root,India,India,Device-192,,Blocked,Critical,0,No,CVE-2023-1234,5.4,Firewall,IT,T1110,Brute Force,Credential Access,70,High,2025,8,3,20,Sunday,True,4,0,1,Low
EVT006540,2025-08-04 19:00:00,139.78.25.8,10.0.5.176,Brute Force,SMB,root,India,India,Device-182,Linux,Failed,Critical,0,No,CVE-2024-2201,5.9,WebServer,IT,T1110,Brute Force,Credential Access,67,High,2025,8,4,19,Monday,False,4,0,0,Low
EVT006541,2025-08-02 04:15:00,55.231.132.85,10.0.8.244,File Access,TCP,root,India,India,Device-176,Windows 11,Failed,Medium,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1083,File and Directory Discovery,Discovery,42,Medium,2025,8,2,4,Saturday,True,2,0,0,Low
EVT006542,2025-08-06 00:40:00,47.199.132.72,10.0.3.115,File Access,SMB,alice,India,India,Device-111,Linux,Blocked,Low,0,No,CVE-2024-1045,9.5,Database-01,IT,T1083,File and Directory Discovery,Discovery,24,Low,2025,8,6,0,Wednesday,False,1,0,1,Low
EVT006543,2025-08-07 01:05:00,12.73.123.1,10.0.3.213,Login Success,TCP,alice,India,India,Device-168,,Blocked,High,0,No,CVE-2024-1045,9.5,Firewall,IT,T1078,Valid Accounts,Defense Evasion,52,Medium,2025,8,7,1,Thursday,False,3,0,1,Low
EVT006544,2025-08-02 16:15:00,94.8.165.134,10.0.5.68,Phishing Email,HTTPS,root,India,India,Device-151,Linux,Detected,Critical,0,No,CVE-2023-1234,5.4,Database-01,IT,T1566,Phishing,Initial Access,73,High,2025,8,2,16,Saturday,True,4,0,1,Low
EVT006545,2025-08-04 02:10:00,63.89.226.68,10.0.10.18,Phishing Email,TCP,root,India,India,Device-32,Linux,Blocked,High,0,No,CVE-2024-2201,5.9,Database-01,IT,T1566,Phishing,Initial Access,50,Medium,2025,8,4,2,Monday,False,3,0,1,Low
EVT006546,2025-08-01 12:55:00,103.40.36.143,10.0.6.143,USB Device Connected,HTTP,john,India,India,Device-40,Linux,Blocked,Critical,0,No,CVE-2023-1234,5.4,WebServer,IT,T1200,Hardware Additions,Initial Access,74,High,2025,8,1,12,Friday,False,4,0,1,Low
EVT006547,2025-08-04 11:50:00,68.124.253.58,10.0.0.97,Port Scan,SSH,alex,India,India,Device-130,Linux,Success,High,0,No,CVE-2024-1045,9.5,Database-01,IT,T1046,Network Service Discovery,Discovery,56,High,2025,8,4,11,Monday,False,3,0,0,Low
EVT006548,2025-08-04 03:25:00,102.62.108.210,10.0.7.168,Malware Detection,HTTPS,alice,India,India,Device-132,Linux,Blocked,Low,0,No,CVE-2023-1234,5.4,WebServer,IT,T1059,Command and Scripting Interpreter,Execution,21,Low,2025,8,4,3,Monday,False,1,0,1,Low
EVT006549,2025-08-01 21:35:00,183.47.127.66,10.0.0.203,Login Success,HTTPS,david,India,India,Device-50,Linux,Success,High,0,No,CVE-2023-1234,5.4,Database-01,IT,T1078,Valid Accounts,Defense Evasion,55,Medium,2025,8,1,21,Friday,False,3,0,0,Low
EVT006550,2025-08-03 18:15:00,212.184.132.217,10.0.8.198,SQL Injection Attempt,SMB,john,India,India,Device-87,Windows 11,Blocked,Medium,0,No,CVE-2023-1234,5.4,HR-PC-01,HR,T1190,Exploit Public-Facing Application,Initial Access,39,Medium,2025,8,3,18,Sunday,True,2,0,1,Low
EVT006551,2025-08-03 02:05:00,60.131.253.128,10.0.1.42,Port Scan,SSH,alice,India,India,Device-142,Windows 11,Detected,Low,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1046,Network Service Discovery,Discovery,19,Low,2025,8,3,2,Sunday,True,1,0,1,Low
EVT006552,2025-08-04 06:15:00,56.41.147.32,10.0.7.137,Phishing Email,TCP,david,India,India,Device-117,,Detected,Critical,0,No,CVE-2024-2201,5.9,Firewall,IT,T1566,Phishing,Initial Access,76,Critical,2025,8,4,6,Monday,False,4,0,1,Low
EVT006553,2025-08-04 15:50:00,223.104.162.41,10.0.2.57,File Access,SMB,john,India,India,Device-80,,Failed,Critical,0,No,CVE-2023-1234,5.4,Firewall,IT,T1083,File and Directory Discovery,Discovery,68,High,2025,8,4,15,Monday,False,4,0,0,Low
EVT006554,2025-08-01 01:15:00,187.252.89.232,10.0.5.113,Privilege Escalation,TCP,david,India,India,Device-146,Linux,Failed,Medium,0,No,CVE-2023-1234,5.4,WebServer,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,36,Medium,2025,8,1,1,Friday,False,2,0,0,Low
EVT006555,2025-08-05 18:05:00,18.106.250.104,10.0.4.37,Privilege Escalation,HTTPS,david,India,India,Device-180,,Success,Medium,0,No,CVE-2024-2201,5.9,Firewall,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,35,Medium,2025,8,5,18,Tuesday,False,2,0,0,Low
EVT006556,2025-08-05 10:55:00,133.163.16.44,10.0.0.5,File Access,SSH,alex,India,India,Device-157,Linux,Success,Critical,0,No,CVE-2024-2201,5.9,Database-01,IT,T1083,File and Directory Discovery,Discovery,72,High,2025,8,5,10,Tuesday,False,4,0,0,Low
EVT006557,2025-08-03 06:55:00,59.137.95.241,10.0.1.29,Privilege Escalation,HTTP,alex,India,India,Device-147,Linux,Failed,Critical,19,No,CVE-2024-1045,9.5,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,82,Critical,2025,8,3,6,Sunday,True,4,0,0,High
EVT006558,2025-08-01 07:55:00,96.112.108.8,10.0.5.133,Brute Force,SMB,admin,India,India,Device-97,Linux,Detected,High,0,No,CVE-2024-1045,9.5,Database-01,IT,T1110,Brute Force,Credential Access,52,Medium,2025,8,1,7,Friday,False,3,0,1,Low
EVT006559,2025-08-05 17:10:00,53.148.52.114,10.0.8.197,Phishing Email,HTTPS,root,India,India,Device-139,Linux,Detected,Medium,0,No,CVE-2023-1234,5.4,Database-01,IT,T1566,Phishing,Initial Access,42,Medium,2025,8,5,17,Tuesday,False,2,0,1,Low
EVT006560,2025-08-06 23:15:00,136.97.145.81,10.0.5.77,Malware Detection,TCP,alice,India,India,Device-167,Windows 11,Failed,High,0,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1059,Command and Scripting Interpreter,Execution,49,Medium,2025,8,6,23,Wednesday,False,3,0,0,Low
EVT006561,2025-08-02 12:00:00,206.32.130.31,10.0.8.4,Phishing Email,HTTP,david,India,India,Device-20,Linux,Detected,Critical,0,No,CVE-2023-1234,5.4,Database-01,IT,T1566,Phishing,Initial Access,74,High,2025,8,2,12,Saturday,True,4,0,1,Low
