incident_id,event_id,incident_type,assigned_to,status,response_time,resolution
INC0622,EVT005323,File Access,SOC Tier 2,In Progress,78 min,Pending review
INC0623,EVT009141,Brute Force,SOC Tier 1,Closed,76 min,Source IP blocked at firewall
INC0624,EVT004599,Port Scan,SOC Tier 1,Closed,53 min,Source IP flagged and monitored
INC0625,EVT005356,SQL Injection Attempt,SOC Tier 2,Closed,66 min,"Request blocked, WAF rule updated"
INC0626,EVT005963,Phishing Email,Incident Response Team,Closed,11 min,"Email quarantined, user notified"
INC0627,EVT009148,Failed Login,SOC Tier 3,Closed,36 min,"Account temporarily locked, user verified"
INC0628,EVT005855,Malware Detection,SOC Tier 1,Open,69 min,Pending review
INC0629,EVT006167,SQL Injection Attempt,SOC Tier 3,Closed,17 min,"Request blocked, WAF rule updated"
INC0630,EVT007113,Brute Force,SOC Tier 1,Open,79 min,Pending review
INC0631,EVT001128,Port Scan,SOC Tier 3,Closed,42 min,Source IP flagged and monitored
INC0632,EVT000914,Privilege Escalation,SOC Tier 2,Open,56 min,Pending review
INC0633,EVT007857,Brute Force,Incident Response Team,Closed,73 min,Source IP blocked at firewall
INC0634,EVT001558,Malware Detection,SOC Tier 2,Closed,51 min,"Endpoint isolated, malware removed"
INC0635,EVT009146,Phishing Email,SOC Tier 3,In Progress,49 min,Pending review
INC0636,EVT004045,Privilege Escalation,SOC Tier 1,Closed,50 min,"Access revoked, account access reviewed"
INC0637,EVT005941,SQL Injection Attempt,SOC Tier 2,Closed,90 min,"Request blocked, WAF rule updated"
INC0638,EVT003248,Privilege Escalation,SOC Tier 3,Closed,8 min,"Access revoked, account access reviewed"
INC0639,EVT006631,Login Success,SOC Tier 3,Open,83 min,Pending review
INC0640,EVT008652,SQL Injection Attempt,SOC Tier 3,Closed,14 min,"Request blocked, WAF rule updated"
INC0641,EVT007832,Login Success,Incident Response Team,Closed,84 min,"Reviewed, no action required"
INC0642,EVT000846,SQL Injection Attempt,SOC Tier 3,Closed,36 min,"Request blocked, WAF rule updated"
INC0643,EVT007110,SQL Injection Attempt,SOC Tier 2,Closed,25 min,"Request blocked, WAF rule updated"
INC0644,EVT006847,Failed Login,Incident Response Team,Open,80 min,Pending review
INC0645,EVT003851,Login Success,SOC Tier 2,Closed,84 min,"Reviewed, no action required"
INC0646,EVT004785,USB Device Connected,Incident Response Team,Closed,36 min,"Device inspected, no threat found"
INC0647,EVT005841,Privilege Escalation,SOC Tier 2,In Progress,26 min,Pending review
INC0648,EVT004500,SQL Injection Attempt,SOC Tier 3,In Progress,61 min,Pending review
INC0649,EVT004711,SQL Injection Attempt,SOC Tier 2,Closed,68 min,"Request blocked, WAF rule updated"
INC0650,EVT001225,Brute Force,Incident Response Team,Closed,43 min,Source IP blocked at firewall
INC0651,EVT001065,Privilege Escalation,SOC Tier 1,Closed,83 min,"Access revoked, account access reviewed"
INC0652,EVT002203,Brute Force,SOC Tier 2,Closed,71 min,Source IP blocked at firewall
INC0653,EVT007230,USB Device Connected,SOC Tier 1,In Progress,8 min,Pending review
INC0654,EVT008501,File Access,SOC Tier 1,In Progress,66 min,Pending review
INC0655,EVT003352,Privilege Escalation,SOC Tier 3,Open,57 min,Pending review
INC0656,EVT006416,USB Device Connected,Incident Response Team,Open,83 min,Pending review
INC0657,EVT007754,Login Success,SOC Tier 3,Closed,29 min,"Reviewed, no action required"
INC0658,EVT008642,Malware Detection,SOC Tier 1,Closed,45 min,"Endpoint isolated, malware removed"
INC0659,EVT001734,Privilege Escalation,SOC Tier 1,In Progress,18 min,Pending review
INC0660,EVT001211,Phishing Email,SOC Tier 3,Closed,60 min,"Email quarantined, user notified"
INC0661,EVT001589,Login Success,SOC Tier 1,Closed,58 min,"Reviewed, no action required"
INC0662,EVT002829,Failed Login,SOC Tier 2,Closed,10 min,"Account temporarily locked, user verified"
INC0663,EVT009181,Privilege Escalation,SOC Tier 3,Open,85 min,Pending review
INC0664,EVT004526,Brute Force,Incident Response Team,In Progress,19 min,Pending review
INC0665,EVT006775,USB Device Connected,Incident Response Team,In Progress,38 min,Pending review
INC0666,EVT003807,Login Success,Incident Response Team,Closed,51 min,"Reviewed, no action required"
INC0667,EVT005834,Phishing Email,SOC Tier 2,Closed,28 min,"Email quarantined, user notified"
INC0668,EVT005373,Malware Detection,SOC Tier 3,In Progress,11 min,Pending review
INC0669,EVT001702,Phishing Email,SOC Tier 1,Closed,88 min,"Email quarantined, user notified"
INC0670,EVT003100,Phishing Email,Incident Response Team,Closed,29 min,"Email quarantined, user notified"
INC0671,EVT004942,Malware Detection,SOC Tier 1,Open,56 min,Pending review
INC0672,EVT008661,Brute Force,SOC Tier 1,In Progress,75 min,Pending review
INC0673,EVT002623,Privilege Escalation,SOC Tier 3,In Progress,86 min,Pending review
INC0674,EVT002260,Port Scan,Incident Response Team,In Progress,25 min,Pending review
INC0675,EVT005529,Brute Force,SOC Tier 2,Closed,41 min,Source IP blocked at firewall
INC0676,EVT009639,File Access,SOC Tier 3,Closed,75 min,"Reviewed, no action required"
INC0677,EVT002981,Failed Login,SOC Tier 1,Closed,83 min,"Account temporarily locked, user verified"
INC0678,EVT005057,SQL Injection Attempt,Incident Response Team,Closed,58 min,"Request blocked, WAF rule updated"
INC0679,EVT007643,Privilege Escalation,Incident Response Team,Closed,81 min,"Access revoked, account access reviewed"
INC0680,EVT006718,Phishing Email,SOC Tier 1,Closed,58 min,"Email quarantined, user notified"
INC0681,EVT009692,File Access,SOC Tier 3,In Progress,48 min,Pending review
INC0682,EVT008849,Failed Login,SOC Tier 3,Closed,81 min,"Account temporarily locked, user verified"
INC0683,EVT000311,Port Scan,Incident Response Team,In Progress,11 min,Pending review
INC0684,EVT002508,Failed Login,SOC Tier 3,Closed,28 min,"Account temporarily locked, user verified"
INC0685,EVT001843,USB Device Connected,SOC Tier 2,Closed,55 min,"Device inspected, no threat found"
INC0686,EVT005580,Brute Force,SOC Tier 2,Closed,39 min,Source IP blocked at firewall
INC0687,EVT001705,File Access,SOC Tier 1,Closed,64 min,"Reviewed, no action required"
INC0688,EVT008287,File Access,SOC Tier 1,In Progress,78 min,Pending review
INC0689,EVT007319,Failed Login,SOC Tier 1,Closed,57 min,"Account temporarily locked, user verified"
INC0690,EVT007149,Port Scan,SOC Tier 1,In Progress,77 min,Pending review
INC0691,EVT003719,Privilege Escalation,SOC Tier 2,Closed,18 min,"Access revoked, account access reviewed"
INC0692,EVT008882,Brute Force,SOC Tier 2,Closed,57 min,Source IP blocked at firewall
INC0693,EVT003733,SQL Injection Attempt,SOC Tier 3,Open,64 min,Pending review
INC0694,EVT002196,USB Device Connected,SOC Tier 1,In Progress,64 min,Pending review
INC0695,EVT006953,Brute Force,Incident Response Team,In Progress,38 min,Pending review
INC0696,EVT007714,File Access,SOC Tier 2,Closed,17 min,"Reviewed, no action required"
INC0697,EVT008569,Brute Force,Incident Response Team,Open,29 min,Pending review
INC0698,EVT009451,Port Scan,SOC Tier 3,Closed,61 min,Source IP flagged and monitored
INC0699,EVT006848,Phishing Email,SOC Tier 3,Closed,76 min,"Email quarantined, user notified"
INC0700,EVT001915,Privilege Escalation,SOC Tier 1,Closed,14 min,"Access revoked, account access reviewed"
INC0701,EVT003670,Port Scan,Incident Response Team,Closed,79 min,Source IP flagged and monitored
INC0702,EVT003091,Port Scan,SOC Tier 2,In Progress,11 min,Pending review
INC0703,EVT009686,USB Device Connected,SOC Tier 1,Open,78 min,Pending review
INC0704,EVT000809,Malware Detection,Incident Response Team,Closed,61 min,"Endpoint isolated, malware removed"
INC0705,EVT001419,File Access,SOC Tier 1,Closed,66 min,"Reviewed, no action required"
INC0706,EVT006290,File Access,Incident Response Team,Closed,76 min,"Reviewed, no action required"
INC0707,EVT000830,SQL Injection Attempt,SOC Tier 1,In Progress,81 min,Pending review
INC0708,EVT005316,Malware Detection,Incident Response Team,Closed,40 min,"Endpoint isolated, malware removed"
INC0709,EVT009234,Failed Login,SOC Tier 2,Closed,31 min,"Account temporarily locked, user verified"
INC0710,EVT006591,Failed Login,SOC Tier 1,Closed,26 min,"Account temporarily locked, user verified"
INC0711,EVT000483,Login Success,SOC Tier 2,Closed,81 min,"Reviewed, no action required"
INC0712,EVT002337,Malware Detection,SOC Tier 1,Closed,14 min,"Endpoint isolated, malware removed"
INC0713,EVT002051,Malware Detection,Incident Response Team,Closed,48 min,"Endpoint isolated, malware removed"
INC0714,EVT004712,Privilege Escalation,SOC Tier 3,Closed,32 min,"Access revoked, account access reviewed"
INC0715,EVT004555,File Access,SOC Tier 2,Closed,74 min,"Reviewed, no action required"
INC0716,EVT006385,Malware Detection,SOC Tier 2,Closed,31 min,"Endpoint isolated, malware removed"
INC0717,EVT006539,Brute Force,SOC Tier 1,Closed,31 min,Source IP blocked at firewall
INC0718,EVT009526,Port Scan,SOC Tier 2,Open,39 min,Pending review
INC0719,EVT002485,USB Device Connected,SOC Tier 1,Open,86 min,Pending review
INC0720,EVT006804,File Access,SOC Tier 3,Closed,13 min,"Reviewed, no action required"
INC0721,EVT002083,Phishing Email,Incident Response Team,Closed,18 min,"Email quarantined, user notified"
INC0722,EVT003310,Privilege Escalation,SOC Tier 2,Closed,52 min,"Access revoked, account access reviewed"
INC0723,EVT005510,Port Scan,Incident Response Team,In Progress,57 min,Pending review
INC0724,EVT003788,Port Scan,SOC Tier 3,Closed,77 min,Source IP flagged and monitored
INC0725,EVT003644,Privilege Escalation,SOC Tier 1,Closed,83 min,"Access revoked, account access reviewed"
INC0726,EVT005297,Login Success,Incident Response Team,In Progress,56 min,Pending review
INC0727,EVT008344,Privilege Escalation,SOC Tier 1,Open,14 min,Pending review
INC0728,EVT004043,Privilege Escalation,SOC Tier 1,In Progress,87 min,Pending review
INC0729,EVT006988,Failed Login,Incident Response Team,Closed,76 min,"Account temporarily locked, user verified"
INC0730,EVT000713,File Access,SOC Tier 1,In Progress,39 min,Pending review
INC0731,EVT000858,Brute Force,SOC Tier 2,In Progress,63 min,Pending review
INC0732,EVT008786,File Access,SOC Tier 3,Open,15 min,Pending review
INC0733,EVT002732,Login Success,SOC Tier 3,Open,61 min,Pending review
INC0734,EVT003267,Failed Login,Incident Response Team,Open,90 min,Pending review
INC0735,EVT000339,Login Success,Incident Response Team,Closed,88 min,"Reviewed, no action required"
INC0736,EVT005159,Privilege Escalation,SOC Tier 1,Closed,29 min,"Access revoked, account access reviewed"
INC0737,EVT007940,Privilege Escalation,SOC Tier 2,Closed,63 min,"Access revoked, account access reviewed"
INC0738,EVT004971,USB Device Connected,SOC Tier 1,Closed,81 min,"Device inspected, no threat found"
INC0739,EVT005250,Failed Login,Incident Response Team,Closed,28 min,"Account temporarily locked, user verified"
INC0740,EVT009231,Malware Detection,Incident Response Team,Closed,53 min,"Endpoint isolated, malware removed"
INC0741,EVT000970,File Access,SOC Tier 2,In Progress,63 min,Pending review
INC0742,EVT004307,Port Scan,SOC Tier 2,In Progress,50 min,Pending review
INC0743,EVT004206,Port Scan,SOC Tier 1,Closed,80 min,Source IP flagged and monitored
INC0744,EVT001502,File Access,SOC Tier 1,Closed,27 min,"Reviewed, no action required"
INC0745,EVT005885,File Access,SOC Tier 1,Closed,36 min,"Reviewed, no action required"
INC0746,EVT008059,Privilege Escalation,SOC Tier 1,Closed,71 min,"Access revoked, account access reviewed"
INC0747,EVT009715,Port Scan,Incident Response Team,Closed,43 min,Source IP flagged and monitored
INC0748,EVT006910,Privilege Escalation,Incident Response Team,Closed,52 min,"Access revoked, account access reviewed"
INC0749,EVT004902,Login Success,SOC Tier 3,In Progress,71 min,Pending review
INC0750,EVT005375,Login Success,SOC Tier 3,In Progress,56 min,Pending review
INC0751,EVT007084,Phishing Email,SOC Tier 2,Closed,71 min,"Email quarantined, user notified"
INC0752,EVT003906,Port Scan,SOC Tier 3,Closed,75 min,Source IP flagged and monitored
INC0753,EVT008565,USB Device Connected,Incident Response Team,Closed,12 min,"Device inspected, no threat found"
INC0754,EVT003278,Brute Force,SOC Tier 2,Open,84 min,Pending review
INC0755,EVT005282,Login Success,SOC Tier 1,Closed,70 min,"Reviewed, no action required"
INC0756,EVT002413,SQL Injection Attempt,SOC Tier 2,Closed,42 min,"Request blocked, WAF rule updated"
INC0757,EVT007050,USB Device Connected,SOC Tier 2,Closed,61 min,"Device inspected, no threat found"
INC0758,EVT001205,Malware Detection,SOC Tier 1,Closed,85 min,"Endpoint isolated, malware removed"
INC0759,EVT007786,Login Success,SOC Tier 2,In Progress,49 min,Pending review
INC0760,EVT004416,File Access,SOC Tier 1,Closed,31 min,"Reviewed, no action required"
INC0761,EVT003166,Port Scan,SOC Tier 3,Open,49 min,Pending review
INC0762,EVT007910,Brute Force,SOC Tier 1,Closed,72 min,Source IP blocked at firewall
INC0763,EVT002496,USB Device Connected,SOC Tier 1,Closed,71 min,"Device inspected, no threat found"
INC0764,EVT003995,Phishing Email,SOC Tier 2,Closed,66 min,"Email quarantined, user notified"
INC0765,EVT006107,Privilege Escalation,SOC Tier 3,Closed,19 min,"Access revoked, account access reviewed"
INC0766,EVT004789,Port Scan,Incident Response Team,Closed,25 min,Source IP flagged and monitored
INC0767,EVT009302,USB Device Connected,SOC Tier 3,In Progress,11 min,Pending review
INC0768,EVT008787,Privilege Escalation,SOC Tier 3,In Progress,84 min,Pending review
INC0769,EVT004505,Phishing Email,SOC Tier 3,Closed,14 min,"Email quarantined, user notified"
INC0770,EVT007353,Failed Login,Incident Response Team,In Progress,35 min,Pending review
INC0771,EVT000979,File Access,Incident Response Team,Closed,69 min,"Reviewed, no action required"
INC0772,EVT009152,SQL Injection Attempt,SOC Tier 1,Closed,71 min,"Request blocked, WAF rule updated"
INC0773,EVT001584,Port Scan,SOC Tier 2,Closed,42 min,Source IP flagged and monitored
INC0774,EVT005360,SQL Injection Attempt,SOC Tier 1,Closed,19 min,"Request blocked, WAF rule updated"
INC0775,EVT001939,Brute Force,SOC Tier 2,In Progress,17 min,Pending review
INC0776,EVT002086,Login Success,Incident Response Team,Closed,14 min,"Reviewed, no action required"
INC0777,EVT000835,SQL Injection Attempt,SOC Tier 1,Open,66 min,Pending review
INC0778,EVT004193,SQL Injection Attempt,SOC Tier 3,Closed,55 min,"Request blocked, WAF rule updated"
INC0779,EVT004112,Login Success,SOC Tier 3,Closed,83 min,"Reviewed, no action required"
INC0780,EVT005063,File Access,SOC Tier 3,Closed,18 min,"Reviewed, no action required"
INC0781,EVT008708,USB Device Connected,SOC Tier 2,Closed,25 min,"Device inspected, no threat found"
INC0782,EVT007193,USB Device Connected,SOC Tier 2,Open,74 min,Pending review
INC0783,EVT005850,Port Scan,SOC Tier 3,Closed,72 min,Source IP flagged and monitored
INC0784,EVT001704,SQL Injection Attempt,Incident Response Team,In Progress,35 min,Pending review
INC0785,EVT003354,Malware Detection,SOC Tier 3,In Progress,90 min,Pending review
INC0786,EVT005386,Privilege Escalation,SOC Tier 1,Closed,90 min,"Access revoked, account access reviewed"
INC0787,EVT009144,USB Device Connected,SOC Tier 1,Closed,34 min,"Device inspected, no threat found"
INC0788,EVT005266,Phishing Email,SOC Tier 3,In Progress,52 min,Pending review
INC0789,EVT002062,Failed Login,SOC Tier 3,Closed,13 min,"Account temporarily locked, user verified"
INC0790,EVT008488,Privilege Escalation,Incident Response Team,In Progress,69 min,Pending review
INC0791,EVT006051,Privilege Escalation,Incident Response Team,In Progress,79 min,Pending review
INC0792,EVT008745,File Access,SOC Tier 2,Closed,18 min,"Reviewed, no action required"
INC0793,EVT007115,USB Device Connected,SOC Tier 3,Closed,65 min,"Device inspected, no threat found"
INC0794,EVT005915,SQL Injection Attempt,SOC Tier 1,Open,31 min,Pending review
INC0795,EVT001974,Phishing Email,SOC Tier 1,Closed,69 min,"Email quarantined, user notified"
INC0796,EVT007203,File Access,SOC Tier 3,Closed,78 min,"Reviewed, no action required"
INC0797,EVT001606,USB Device Connected,Incident Response Team,Closed,52 min,"Device inspected, no threat found"
INC0798,EVT008599,Phishing Email,SOC Tier 3,In Progress,79 min,Pending review
INC0799,EVT006312,Privilege Escalation,SOC Tier 1,Closed,88 min,"Access revoked, account access reviewed"
INC0800,EVT000674,Malware Detection,Incident Response Team,Closed,37 min,"Endpoint isolated, malware removed"
INC0801,EVT001540,Malware Detection,SOC Tier 2,Open,10 min,Pending review
INC0802,EVT006309,File Access,SOC Tier 2,In Progress,47 min,Pending review
INC0803,EVT007312,Login Success,SOC Tier 3,Open,31 min,Pending review
INC0804,EVT007731,Failed Login,Incident Response Team,In Progress,26 min,Pending review
INC0805,EVT002134,SQL Injection Attempt,SOC Tier 1,Closed,18 min,"Request blocked, WAF rule updated"
INC0806,EVT007674,Failed Login,SOC Tier 2,In Progress,57 min,Pending review
INC0807,EVT006961,SQL Injection Attempt,SOC Tier 3,Closed,13 min,"Request blocked, WAF rule updated"
INC0808,EVT007322,Failed Login,Incident Response Team,Closed,24 min,"Account temporarily locked, user verified"
INC0809,EVT000634,SQL Injection Attempt,Incident Response Team,Closed,17 min,"Request blocked, WAF rule updated"
INC0810,EVT006865,Malware Detection,SOC Tier 1,Closed,87 min,"Endpoint isolated, malware removed"
INC0811,EVT000637,Malware Detection,SOC Tier 2,Open,12 min,Pending review
INC0812,EVT005032,Phishing Email,SOC Tier 3,Closed,52 min,"Email quarantined, user notified"
INC0813,EVT008095,SQL Injection Attempt,Incident Response Team,Closed,73 min,"Request blocked, WAF rule updated"
INC0814,EVT000758,Privilege Escalation,SOC Tier 1,Open,38 min,Pending review
INC0815,EVT006601,Malware Detection,SOC Tier 1,Closed,35 min,"Endpoint isolated, malware removed"
INC0816,EVT005306,Brute Force,SOC Tier 1,Closed,49 min,Source IP blocked at firewall
INC0817,EVT006053,Privilege Escalation,Incident Response Team,Open,34 min,Pending review
INC0818,EVT003478,SQL Injection Attempt,Incident Response Team,Closed,69 min,"Request blocked, WAF rule updated"
INC0819,EVT007451,SQL Injection Attempt,SOC Tier 3,Closed,72 min,"Request blocked, WAF rule updated"
INC0820,EVT009828,Privilege Escalation,SOC Tier 2,Closed,81 min,"Access revoked, account access reviewed"
INC0821,EVT006982,Port Scan,SOC Tier 2,In Progress,23 min,Pending review
INC0822,EVT008657,Failed Login,SOC Tier 2,Open,82 min,Pending review
INC0823,EVT009217,Login Success,SOC Tier 1,In Progress,46 min,Pending review
INC0824,EVT005734,File Access,SOC Tier 1,Closed,50 min,"Reviewed, no action required"
INC0825,EVT005346,File Access,Incident Response Team,In Progress,72 min,Pending review
INC0826,EVT001176,Phishing Email,SOC Tier 1,In Progress,58 min,Pending review
INC0827,EVT009113,Malware Detection,SOC Tier 3,In Progress,64 min,Pending review
INC0828,EVT004157,Port Scan,SOC Tier 1,In Progress,72 min,Pending review
INC0829,EVT003243,Phishing Email,SOC Tier 3,Open,77 min,Pending review
INC0830,EVT002222,Privilege Escalation,SOC Tier 1,Closed,47 min,"Access revoked, account access reviewed"
INC0831,EVT007363,Failed Login,SOC Tier 3,Closed,31 min,"Account temporarily locked, user verified"
INC0832,EVT009342,File Access,SOC Tier 3,Closed,32 min,"Reviewed, no action required"
INC0833,EVT004208,Privilege Escalation,SOC Tier 1,Closed,85 min,"Access revoked, account access reviewed"
INC0834,EVT008566,SQL Injection Attempt,SOC Tier 3,Open,81 min,Pending review
INC0835,EVT000066,Malware Detection,Incident Response Team,Open,31 min,Pending review
INC0836,EVT007234,Brute Force,SOC Tier 2,Closed,40 min,Source IP blocked at firewall
INC0837,EVT004213,File Access,SOC Tier 2,Closed,50 min,"Reviewed, no action required"
INC0838,EVT003134,SQL Injection Attempt,SOC Tier 3,In Progress,89 min,Pending review
INC0839,EVT004806,Phishing Email,SOC Tier 2,Closed,80 min,"Email quarantined, user notified"
INC0840,EVT006323,SQL Injection Attempt,Incident Response Team,Closed,39 min,"Request blocked, WAF rule updated"
INC0841,EVT004961,Privilege Escalation,SOC Tier 3,Open,89 min,Pending review
INC0842,EVT002985,Failed Login,SOC Tier 2,Closed,43 min,"Account temporarily locked, user verified"
INC0843,EVT005127,File Access,SOC Tier 1,Closed,79 min,"Reviewed, no action required"
INC0844,EVT003936,Login Success,SOC Tier 3,Closed,59 min,"Reviewed, no action required"
INC0845,EVT006975,File Access,Incident Response Team,Closed,70 min,"Reviewed, no action required"
INC0846,EVT007528,Login Success,SOC Tier 2,Closed,26 min,"Reviewed, no action required"
INC0847,EVT004103,Phishing Email,SOC Tier 2,Closed,65 min,"Email quarantined, user notified"
INC0848,EVT003011,Login Success,SOC Tier 2,Closed,79 min,"Reviewed, no action required"
INC0849,EVT004460,Login Success,SOC Tier 2,Closed,82 min,"Reviewed, no action required"
INC0850,EVT009422,Failed Login,SOC Tier 2,Closed,56 min,"Account temporarily locked, user verified"
INC0851,EVT003665,Failed Login,SOC Tier 3,Closed,35 min,"Account temporarily locked, user verified"
INC0852,EVT008060,SQL Injection Attempt,SOC Tier 1,In Progress,49 min,Pending review
INC0853,EVT004483,File Access,Incident Response Team,Closed,18 min,"Reviewed, no action required"
INC0854,EVT008665,Privilege Escalation,SOC Tier 2,Closed,65 min,"Access revoked, account access reviewed"
INC0855,EVT007721,USB Device Connected,SOC Tier 2,In Progress,19 min,Pending review
INC0856,EVT009880,Privilege Escalation,SOC Tier 1,In Progress,88 min,Pending review
INC0857,EVT009315,Phishing Email,SOC Tier 1,Open,21 min,Pending review
INC0858,EVT004140,Privilege Escalation,SOC Tier 2,Closed,50 min,"Access revoked, account access reviewed"
INC0859,EVT008965,Privilege Escalation,SOC Tier 2,Closed,33 min,"Access revoked, account access reviewed"
INC0860,EVT007505,Failed Login,SOC Tier 2,In Progress,59 min,Pending review
INC0861,EVT000686,Privilege Escalation,SOC Tier 2,Closed,21 min,"Access revoked, account access reviewed"
INC0862,EVT009986,Login Success,SOC Tier 3,Closed,13 min,"Reviewed, no action required"
INC0863,EVT002368,Privilege Escalation,Incident Response Team,Open,29 min,Pending review
INC0864,EVT006547,Port Scan,SOC Tier 3,Closed,22 min,Source IP flagged and monitored
INC0865,EVT009403,USB Device Connected,SOC Tier 3,Closed,89 min,"Device inspected, no threat found"
INC0866,EVT007523,Phishing Email,SOC Tier 3,Closed,64 min,"Email quarantined, user notified"
INC0867,EVT002194,Malware Detection,SOC Tier 2,Closed,12 min,"Endpoint isolated, malware removed"
INC0868,EVT000094,USB Device Connected,SOC Tier 2,In Progress,11 min,Pending review
INC0869,EVT007384,Privilege Escalation,Incident Response Team,Closed,14 min,"Access revoked, account access reviewed"
INC0870,EVT006282,File Access,Incident Response Team,Closed,81 min,"Reviewed, no action required"
INC0871,EVT003427,Malware Detection,Incident Response Team,In Progress,41 min,Pending review
INC0872,EVT002849,Port Scan,SOC Tier 3,Closed,62 min,Source IP flagged and monitored
INC0873,EVT009027,Privilege Escalation,Incident Response Team,Closed,80 min,"Access revoked, account access reviewed"
INC0874,EVT008954,Brute Force,SOC Tier 3,Open,10 min,Pending review
INC0875,EVT004938,Privilege Escalation,SOC Tier 3,Closed,14 min,"Access revoked, account access reviewed"
INC0876,EVT006580,Failed Login,SOC Tier 2,Closed,39 min,"Account temporarily locked, user verified"
INC0877,EVT002793,Phishing Email,SOC Tier 2,Closed,57 min,"Email quarantined, user notified"
INC0878,EVT007281,Login Success,SOC Tier 2,Closed,75 min,"Reviewed, no action required"
INC0879,EVT001454,Phishing Email,SOC Tier 1,Closed,15 min,"Email quarantined, user notified"
INC0880,EVT005338,SQL Injection Attempt,SOC Tier 1,In Progress,84 min,Pending review
INC0881,EVT000660,Brute Force,SOC Tier 2,In Progress,77 min,Pending review
INC0882,EVT008418,Port Scan,SOC Tier 3,In Progress,29 min,Pending review
INC0883,EVT003602,Privilege Escalation,SOC Tier 1,In Progress,35 min,Pending review
INC0884,EVT002302,Failed Login,SOC Tier 1,Closed,85 min,"Account temporarily locked, user verified"
INC0885,EVT001965,USB Device Connected,SOC Tier 3,Closed,78 min,"Device inspected, no threat found"
INC0886,EVT009796,Brute Force,SOC Tier 2,Closed,11 min,Source IP blocked at firewall
INC0887,EVT000414,Malware Detection,SOC Tier 3,Closed,90 min,"Endpoint isolated, malware removed"
INC0888,EVT004992,Phishing Email,SOC Tier 2,Closed,80 min,"Email quarantined, user notified"
INC0889,EVT000725,Phishing Email,SOC Tier 1,Open,49 min,Pending review
INC0890,EVT004591,SQL Injection Attempt,SOC Tier 1,Open,80 min,Pending review
INC0891,EVT004480,Port Scan,Incident Response Team,In Progress,53 min,Pending review
INC0892,EVT005089,USB Device Connected,SOC Tier 3,In Progress,11 min,Pending review
INC0893,EVT004288,Port Scan,SOC Tier 2,Closed,68 min,Source IP flagged and monitored
INC0894,EVT003816,Phishing Email,SOC Tier 1,In Progress,68 min,Pending review
INC0895,EVT009383,Privilege Escalation,SOC Tier 3,Closed,31 min,"Access revoked, account access reviewed"
INC0896,EVT002747,File Access,SOC Tier 2,In Progress,26 min,Pending review
INC0897,EVT003431,Port Scan,SOC Tier 1,Closed,69 min,Source IP flagged and monitored
INC0898,EVT008375,Login Success,SOC Tier 2,In Progress,74 min,Pending review
INC0899,EVT000839,Failed Login,Incident Response Team,Closed,89 min,"Account temporarily locked, user verified"
INC0900,EVT005650,USB Device Connected,SOC Tier 3,Open,83 min,Pending review
INC0901,EVT009370,Port Scan,SOC Tier 2,Closed,11 min,Source IP flagged and monitored
INC0902,EVT002386,Login Success,SOC Tier 2,Open,49 min,Pending review
INC0903,EVT004276,Brute Force,Incident Response Team,In Progress,85 min,Pending review
INC0904,EVT008403,Port Scan,Incident Response Team,Closed,25 min,Source IP flagged and monitored
INC0905,EVT000904,SQL Injection Attempt,Incident Response Team,Open,80 min,Pending review
INC0906,EVT001409,Login Success,Incident Response Team,Closed,31 min,"Reviewed, no action required"
INC0907,EVT008078,SQL Injection Attempt,SOC Tier 3,Closed,83 min,"Request blocked, WAF rule updated"
INC0908,EVT004212,Privilege Escalation,SOC Tier 1,In Progress,68 min,Pending review
INC0909,EVT000653,Login Success,SOC Tier 2,In Progress,44 min,Pending review
INC0910,EVT004345,SQL Injection Attempt,SOC Tier 3,Closed,17 min,"Request blocked, WAF rule updated"
INC0911,EVT000994,Brute Force,SOC Tier 3,In Progress,29 min,Pending review
INC0912,EVT000290,Phishing Email,SOC Tier 2,Open,59 min,Pending review
INC0913,EVT008248,File Access,SOC Tier 3,Closed,11 min,"Reviewed, no action required"
INC0914,EVT000817,File Access,SOC Tier 1,Open,15 min,Pending review
INC0915,EVT008967,USB Device Connected,SOC Tier 1,Closed,9 min,"Device inspected, no threat found"
INC0916,EVT007187,File Access,SOC Tier 1,In Progress,63 min,Pending review
INC0917,EVT006481,Login Success,Incident Response Team,Closed,60 min,"Reviewed, no action required"
INC0918,EVT004479,Login Success,SOC Tier 3,In Progress,36 min,Pending review
INC0919,EVT006041,Port Scan,SOC Tier 2,Open,14 min,Pending review
INC0920,EVT005694,Phishing Email,Incident Response Team,Closed,62 min,"Email quarantined, user notified"
INC0921,EVT008926,SQL Injection Attempt,SOC Tier 2,Closed,40 min,"Request blocked, WAF rule updated"
INC0922,EVT009627,Failed Login,SOC Tier 2,Closed,23 min,"Account temporarily locked, user verified"
INC0923,EVT004524,Phishing Email,SOC Tier 2,Closed,82 min,"Email quarantined, user notified"
INC0924,EVT001953,SQL Injection Attempt,Incident Response Team,Closed,75 min,"Request blocked, WAF rule updated"
INC0925,EVT000004,SQL Injection Attempt,Incident Response Team,Closed,38 min,"Request blocked, WAF rule updated"
INC0926,EVT004352,SQL Injection Attempt,Incident Response Team,Closed,33 min,"Request blocked, WAF rule updated"
INC0927,EVT009203,Login Success,SOC Tier 3,In Progress,82 min,Pending review
INC0928,EVT009875,Login Success,Incident Response Team,Open,20 min,Pending review
INC0929,EVT004501,Phishing Email,SOC Tier 3,Closed,67 min,"Email quarantined, user notified"
